Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF_O,eFG%_O,TO%_O,Reb%_O,FTR_O,EFF_D,eFG%_D,TO%_D,Reb%_D,FTR_D,G-Sc,+/-,True Advantage,hca,Won/Loss,Score Range,Score,Opp_Score,Spread
954,11/22/25,N,North Florida,ASun,Southern Miss,N,"L, 92-83",117.9,125.6,71.5,116,73.5,25.2,9.1,19.6,128.6,59.4,14,45.5,40.6,32.6,0,0.0,2.87,L,92-83,83,92,-9
955,11/11/25,N,Texas Tech,B12,Illinois,A,"L, 81-77",117.9,95.3,71.9,107.1,57.8,18.1,23.3,6.2,112.6,55.1,18.1,32.4,39,92.1,-4,0.0,4.39,L,81-77,77,81,-4
956,11/21/25,N,UC Davis,BW,Colorado,A,"L, 95-79",117.9,120,69.6,113.5,58.3,17.2,24.1,15,136.4,67.5,14.4,26.9,36.8,44.9,-5,0.0,3.78,L,95-79,79,95,-16
959,11/8/25,N,Colorado,B12,Eastern Washington,H,"W, 102-97",117.8,124.7,69.6,130.3,59.5,11.5,31.4,61.9,123.9,66.9,14.1,17.9,30.6,34.1,1,5.23,5.23,W,102-97,102,97,5
963,11/14/25,N,UCF,B12,Texas A&M,A,"W, 86-74",117.8,94.1,74.7,115.2,62.5,21.4,21.4,30.4,99.1,44.7,18.8,27,52.6,93,-2,0.0,3.45,W,86-74,86,74,12
965,11/9/25,N,Missouri,SEC,VMI,H,"W, 106-68",117.8,104.9,75.6,140.3,62.3,14.6,50,53.8,90,46.5,22.5,19.5,35.1,79.1,8,6.47,6.47,W,106-68,106,68,38
966,11/10/25,N,UCLA,B10,West Georgia,H,"W, 83-62",117.8,105.4,65.3,127.1,54.5,16.8,48.1,47.3,95,55.9,26,25.8,21.6,78.2,10,4.03,4.03,W,83-62,83,62,21
970,11/23/25,N,Central Arkansas,ASun,Eastern Washington,H,"W, 92-65",117.7,89,71.9,127.9,66.9,16.7,30.3,22.6,90.4,47.5,30.6,35.9,22,96.1,19,3.61,3.61,W,92-65,92,65,27
971,11/8/25,N,Nevada,MWC,Pacific,H,"W, 78-77",117.7,114.5,67.3,115.9,46.6,13.4,40,67.2,114.4,56.8,11.9,18.4,25.4,58,2,2.67,2.67,W,78-77,78,77,1
975,11/12/25,N,Oral Roberts,Sum,Tulsa,H,"L, 88-87",117.7,109.5,72.8,119.5,61.7,13.7,18.8,33.3,120.9,54.5,16.5,34.3,65.5,69.7,2,2.41,2.41,L,88-87,87,88,-1
976,11/25/25,N,UAB,Amer,UTEP,N,"W, 75-59",117.7,100.1,63.1,118.8,42.4,11.1,54.1,57.6,93.4,49,20.6,16.1,30.6,86.6,7,0.0,3.41,W,75-59,75,59,16
977,11/19/25,N,Illinois,B10,Alabama,N,"L, 90-86",117.6,94.7,78.7,109.3,50,14,33.3,30.1,114.4,55.3,12.7,27.8,34.8,92.3,-1,0.0,2.64,L,90-86,86,90,-4
978,11/13/25,N,Cornell,Ivy,Lafayette,A,"W, 97-78",117.6,112.3,75.2,129,63.4,14.6,30.6,25.4,103.7,48.4,12,21.4,41.3,62.9,5,0.0,2.64,W,97-78,97,78,19
979,11/26/25,N,Eastern Michigan,MAC,Cincinnati,A,"W, 64-56",117.6,85.4,65.5,97.6,51.1,25.9,25,50,85.4,40.2,18.3,21.6,25,97.5,9,0.0,4.52,W,64-56,64,56,8
980,11/27/25,N,Florida,SEC,TCU,N,"L, 84-80",117.6,105.3,76.2,104.9,52.7,24.9,33.3,49.1,110.2,50.8,11.8,27.6,55.9,77.9,2,0.0,3.8,L,84-80,80,84,-4
982,11/12/25,N,St. Bonaventure,A10,Siena,H,"W, 75-66",117.6,110.4,64.3,116.7,55.1,18.7,43.3,25.4,102.7,45.3,21.8,45.5,45.3,67.5,2,3.36,3.36,W,75-66,75,66,9
983,11/28/25,N,Xavier,BE,Texas A&M Corpus Chr,H,"W, 88-67",117.6,100.7,75,117.4,54.4,6.7,25,35.3,89.4,41.8,13.3,25.6,29.9,85.7,10,5.35,5.35,W,88-67,88,67,21
985,11/15/25,N,Vermont,AE,Northeastern,A,"W, 85-74",117.6,112,69.8,121.7,67,18.6,22.2,21.4,106,51.8,21.5,30.3,37.5,63.7,0,0.0,2.11,W,85-74,85,74,11
988,11/3/25,N,Texas A&M,SEC,Northwestern St.,H,"W, 98-68",117.5,94.4,75.5,129.9,57,15.9,43.6,32.4,90.1,45.7,21.2,27,36.2,92.5,16,4.82,4.82,W,98-68,98,68,30
989,11/21/25,N,South Alabama,SB,UAB,A,"L, 80-72",117.5,120.2,63.9,112.7,52.8,4.7,18.2,50.9,125.2,54.9,14.1,39.5,34.4,43.4,-5,0.0,2.17,L,80-72,72,80,-8
995,11/24/25,N,Oral Roberts,Sum,Florida Gulf Coast,A,"L, 93-88",117.4,120.1,74,118.9,63.9,24.3,30.8,46.3,125.7,62.7,16.2,40.7,61.8,43.5,0,0.0,2.41,L,93-88,88,93,-5
1000,11/10/25,N,Charleston Southern,BSth,The Citadel,A,"W, 96-86",117.3,131.7,72.1,133.1,60.6,12.5,40,31.8,119.3,57.9,11.1,18.8,52.6,21,0,0.0,5.14,W,96-86,96,86,10
1002,11/26/25,N,Wyoming,MWC,Denver,H,"W, 101-59",117.3,90.7,70.4,143.4,63.6,12.8,46.9,36.4,83.8,36.9,17,32.6,36.1,95,11,5.48,5.48,W,101-59,101,59,42
1003,11/11/25,N,Drexel,CAA,Colgate,A,"L, 90-83",117.3,127.5,69.5,119.5,56,15.8,38.5,22.4,129.5,71.7,18.7,16.7,58.7,27.7,-7,0.0,3.1,L,90-83,83,90,-7
1004,11/11/25,N,Notre Dame,ACC,Eastern Illinois,H,"W, 78-58",117.3,110.9,60.9,128.1,55.8,16.4,53.1,25,95.2,44.4,18.1,28.1,22.2,65.6,6,5.08,5.08,W,78-58,78,58,20
1005,11/14/25,N,Hampton,CAA,Brown,A,"W, 72-63",117.3,109.6,63.7,113,42.4,18.8,52.6,47.5,98.9,58.7,29.8,33.3,32.6,68.5,4,0.0,1.47,W,72-63,72,63,9
1008,11/27/25,N,North Carolina,ACC,Michigan St.,N,"L, 74-58",117.3,107.1,60.7,95.6,41.8,13.2,32.4,30.9,122,55.8,16.5,40,15,74,-3,0.0,4.21,L,74-58,58,74,-16
1012,11/3/25,N,Radford,BSth,Western Illinois,H,"W, 80-75",117.3,133.7,62.1,128.8,58.8,11.3,43.3,60.8,120.7,52.5,17.7,46.9,33.9,18.2,5,2.33,2.33,W,80-75,80,75,5
1015,11/27/25,N,Washington,B10,Nevada,N,"W, 83-66",117.2,87.6,71.5,116.1,50.9,19.6,38.2,65.5,92.3,42.4,12.6,22.5,39,96.6,7,0.0,4.44,W,83-66,83,66,17
1016,11/17/25,N,Oakland,Horz,UCF,A,"L, 87-83",117.2,107.8,72.6,114.3,50,13.8,27.8,42.6,119.8,53.1,15.1,42.1,38.5,72.4,-5,0.0,2.53,L,87-83,83,87,-4
1017,11/18/25,N,Iona,MAAC,Princeton,H,"W, 89-69",117.2,95.6,77.4,115,58.6,15.5,20,46.6,89.2,40.3,16.8,28.3,34.3,91.3,17,2.55,2.55,W,89-69,89,69,20
1020,11/26/25,N,San Diego St.,MWC,Baylor,N,"L, 91-81",117.1,109.7,70.7,114.6,56.8,14.2,18.8,28.8,128.8,60.5,12.7,30.3,52.6,67.8,-3,0.0,4.18,L,91-81,81,91,-10
1021,11/3/25,N,Siena,MAAC,Bryant,H,"W, 82-66",117.1,111.4,66.6,123.1,50,10.5,47.4,29.9,99.1,51.8,30,43.8,21.4,63.9,10,3.17,3.17,W,82-66,82,66,16
1023,11/5/25,N,Temple,Amer,Delaware St.,H,"W, 83-65",117.1,118.7,66.3,125.2,61.4,9,29,38.6,98,50.9,24.1,27.6,24.1,46.2,8,3.29,3.29,W,83-65,83,65,18
1024,11/11/25,N,Murray St.,MVC,SMU,A,"L, 102-91",117.1,113.4,81.3,111.9,58.9,18.4,24.2,38.7,125.4,52,13.5,42.5,40.5,59.2,-9,0.0,1.44,L,102-91,91,102,-11
1026,11/18/25,N,Towson,CAA,James Madison,A,"L, 81-75",117.1,126.2,61.5,122,47.5,11.4,44.7,37.7,131.8,69.6,11.4,8.7,45.7,29.7,-3,0.0,3.58,L,81-75,75,81,-6
1028,11/18/25,N,SMU,ACC,Arkansas Pine Bluff,H,"W, 106-60",117,87.5,80.5,131.8,66.2,14.9,29.6,40,74.6,37.3,21.1,26,26.9,96.6,17,3.61,3.61,W,106-60,106,60,46
1030,11/3/25,N,Oklahoma,SEC,Saint Francis,H,"W, 102-66",117,112,74.2,137.6,63.6,14.8,40,25.7,89,44.7,18.9,30,15.2,62.3,6,5.28,5.28,W,102-66,102,66,36
1033,11/12/25,N,Vanderbilt,SEC,Eastern Kentucky,H,"W, 92-62",116.9,90.3,72.8,126.4,59.4,13.7,37.8,23.2,85.2,40,19.2,22.7,31.7,95.1,16,3.2,3.2,W,92-62,92,62,30
1034,11/19/25,N,Temple,Amer,Hofstra,H,"W, 81-76",116.9,110.1,69.5,116.6,57,15.8,20.7,62,109.4,52.4,14.4,26.5,21,66.6,1,3.29,3.29,W,81-76,81,76,5
1037,11/5/25,N,Creighton,BE,South Dakota,H,"W, 92-76",116.9,105.9,72.9,126.1,55.4,17.8,54.3,14.9,104.2,45.3,17.8,45.7,18.9,75.7,11,3.97,3.97,W,92-76,92,76,16
1038,11/28/25,N,Stony Brook,CAA,Loyola Marymount,A,"W, 71-68",116.9,100.9,68,104.5,50,14.7,24.2,41.5,100,44.8,22.1,38.7,34.5,84.6,6,0.0,2.08,W,71-68,71,68,3
1041,11/30/25,N,Colgate,Pat,Fordham,N,"W, 72-62",116.8,97.4,64.3,112,52.5,15.6,35.3,18.3,96.5,46.7,18.7,29.4,11.7,88.9,9,0.0,3.27,W,72-62,72,62,10
1042,11/17/25,N,Colgate,Pat,Siena,A,"W, 72-69",116.8,111.2,64.3,112,56.7,15.5,22.2,32.7,107.3,46.6,15.5,36.4,31,63.7,0,0.0,3.27,W,72-69,72,69,3
1045,11/10/25,N,Lamar,Slnd,TCU,A,"L, 78-65",116.8,112.2,64.5,100.7,47.5,13.9,30.3,20,120.8,58.5,20.1,41.9,45.3,61.2,-2,0.0,3.67,L,78-65,65,78,-13
1052,11/25/25,N,Temple,Amer,Princeton,N,"W, 79-75",116.7,124.4,67,117.8,65.4,16.4,8.3,105.1,111.9,60.4,14.9,13.8,30.2,32.6,-1,0.0,3.29,W,79-75,79,75,4
1055,11/22/25,N,VMI,SC,Stetson,A,"L, 99-80",116.7,160.1,66.2,120.8,53.8,9.1,30.8,23.1,149.5,76.2,15.1,34.6,14.8,2.6,-8,0.0,2.75,L,99-80,80,99,-19
1056,11/23/25,N,Northern Colorado,BSky,Cal St. Fullerton,N,"W, 97-93",116.6,117.6,80.8,120,52.5,11.1,24.2,66.7,115,49.3,4.9,21.4,46.5,47.4,4,0.0,3.96,W,97-93,97,93,4
1058,11/25/25,N,Kansas,B12,Syracuse,N,"W, 71-60",116.6,88.1,65.2,108.9,49.1,23,41.9,37,92,37.3,3.1,23.4,36.5,96.2,7,0.0,5.18,W,71-60,71,60,11
1061,11/21/25,N,Florida,SEC,Merrimack,H,"W, 80-45",116.6,74.5,65.6,122,50,18.3,51.4,37.1,68.6,32.1,16.8,17.1,19.6,99.4,21,3.8,3.8,W,80-45,80,45,35
1063,11/3/25,N,Navy,Pat,Presbyterian,A,"W, 76-55",116.6,91.8,64.4,118,54.5,12.4,32.3,43.6,85.4,41.8,23.3,29.4,44.9,94,12,0.0,2.91,W,76-55,76,55,21
1064,11/10/25,N,LSU,SEC,New Orleans,H,"W, 93-58",116.6,86.4,72.7,127.9,50.7,9.6,42.9,39.4,79.8,34.3,12.4,24,25.4,96.9,13,4.14,4.14,W,93-58,93,58,35
1068,11/28/25,N,Idaho,BSky,Sam Houston St.,N,"L, 94-68",116.5,134.5,63.7,106.7,54.5,14.1,25,26.8,147.6,67.7,9.4,42.9,13.8,16.1,-2,0.0,3.26,L,94-68,68,94,-26
1071,11/6/25,N,North Texas,Amer,Northwestern St.,H,"W, 80-53",116.5,100.5,59.1,135.3,66,18.6,46.2,44,89.6,41.2,27.1,33.3,67.5,84.5,6,2.99,2.99,W,80-53,80,53,27
1072,11/27/25,N,Northwestern,B10,Oklahoma St.,N,"L, 86-81",116.5,108.6,72.5,111.8,52.7,13.8,27.3,53.6,118.7,47.6,13.8,40.5,52.4,69.2,-2,0.0,2.72,L,86-81,81,86,-5
1074,11/15/25,N,Utah,B12,Sam Houston St.,H,"W, 85-79",116.5,103.2,73.7,115.3,50.8,20.3,43.2,50,107.2,48.6,13.6,28.6,18.6,80.1,9,5.02,5.02,W,85-79,85,79,6
1075,11/21/25,N,Samford,SC,New Mexico St.,A,"L, 81-72",116.5,129.5,62.3,115.6,46.7,4.8,26.3,35,130,60.5,9.6,32.1,28.1,22.8,-10,0.0,2.83,L,81-72,72,81,-9
1076,11/18/25,N,Evansville,MVC,UT Arlington,H,"L, 84-76",116.5,131.6,68.6,110.8,51.9,17.5,26.5,59.6,122.5,71.1,30.6,55.6,53.3,19.7,-3,5.09,5.09,L,84-76,76,84,-8
1078,11/20/25,N,Ohio St.,B10,Western Michigan,H,"W, 91-58",116.5,83,72.5,125.5,56.2,16.5,47.2,35.4,80,37.9,22.1,25.6,24.2,98,20,4.25,4.25,W,91-58,91,58,33
1079,11/8/25,N,Arkansas Pine Bluff,SWAC,Loyola Marymount,A,"L, 94-72",116.4,132.4,70.8,101.7,46.9,18.4,33.3,16.9,132.8,62.9,8.5,30.6,45.2,18.5,-6,0.0,2.52,L,94-72,72,94,-22
1080,11/26/25,N,Indiana St.,MVC,Louisiana Tech,A,"L, 75-73",116.4,119.7,66.5,109.7,57.1,12,14.8,17.9,112.7,53.1,18,38.7,10.8,42,-1,0.0,4.86,L,75-73,73,75,-2
1085,11/3/25,N,Clemson,ACC,New Hampshire,H,"W, 88-38",116.4,70,69.4,126.8,56.9,8.6,24.1,80.4,54.8,28.3,18.7,17.4,15,99.7,20,5.19,5.19,W,88-38,88,38,50
1087,11/8/25,N,Virginia Tech,ACC,Providence,N,"W, 107-101",116.4,104.4,79.3,120,58.2,12.3,27.9,27.8,113.3,52,15.7,28.6,32.9,77.8,0,0.0,3.88,W,107-101,107,101,6
1088,11/21/25,N,California,ACC,Sacramento St.,H,"W, 91-67",116.4,94.5,75.1,121.1,62.3,16,28.6,29.2,89.2,32.1,14.6,36,44.8,91.7,15,2.49,2.49,W,91-67,91,67,24
1091,11/14/25,N,Iowa,B10,Xavier,H,"W, 81-62",116.4,89.2,70.2,115.3,59.8,19.9,32,52.9,88.3,45.8,17.1,17.5,23.7,95.5,9,5.16,5.16,W,81-62,81,62,19
1093,11/7/25,N,Murray St.,MVC,Mississippi Valley S,H,"W, 108-60",116.3,104.5,77.4,139.5,57.6,6.5,41.3,31.6,77.5,35,29.7,35.7,35,77.4,14,1.44,1.44,W,108-60,108,60,48
1097,11/17/25,N,VCU,A10,N.C. State,A,"L, 85-79",116.3,101.2,73.6,107.3,50.8,16.3,27.9,27.3,115.5,53.7,23.1,42.4,61.1,83.2,-4,0.0,4.01,L,85-79,79,85,-6
1101,11/24/25,N,James Madison,SB,FIU,A,"W, 80-72",116.2,108.6,67.5,118.5,42.6,14.8,51,44.1,106.6,42.4,10.4,36.7,40.9,68.4,-1,0.0,3.0,W,80-72,80,72,8
1104,11/26/25,N,Tulsa,Amer,Northern Iowa,N,"W, 63-60",116.2,97,62.9,100.1,50,15.9,13.3,30.6,95.3,46.5,14.3,19.4,17.5,88.8,3,0.0,3.92,W,63-60,63,60,3
1108,11/24/25,N,Syracuse,ACC,Houston,N,"L, 78-74",116.1,91.7,66.9,98.3,49.2,17.3,30.4,46,103.6,44.7,17.3,37,40.9,93.7,-2,0.0,2.28,L,78-74,74,78,-4
1111,11/25/25,N,Indiana,B10,Kansas St.,H,"W, 86-69",116.1,83.6,76,113.2,56.1,22.4,35.5,50.9,90.8,49.1,25,25,26.3,97.8,12,4.42,4.42,W,86-69,86,69,17
1113,11/9/25,N,Morehead St.,OVC,Georgia,A,"L, 120-81",116.1,129,79.9,101.3,45.9,20,42.6,27,150.1,67.3,11.3,43.2,34.7,23,-16,0.0,4.43,L,120-81,81,120,-39
1114,11/11/25,N,Penn St.,B10,Navy,H,"W, 80-71",116.1,109.4,68.6,116.6,54.1,13.1,33.3,29.5,103.5,53.7,23.3,26.9,25.9,66.5,6,3.69,3.69,W,80-71,80,71,9
1117,11/14/25,N,Washington St.,WCC,Washington,H,"L, 81-69",116.1,126.8,62.3,110.7,49.2,11.2,32.4,16.1,129.9,56.2,11.2,34.4,41.1,26.8,-10,3.85,3.85,L,81-69,69,81,-12
1121,11/11/25,N,Wake Forest,ACC,Michigan,N,"L, 85-84",116,84.9,76.7,97.4,40.5,15.1,32.7,25,98.5,48.4,19.7,34.2,59.7,97.3,-2,0.0,6.14,L,85-84,84,85,-1
1123,11/24/25,N,Cincinnati,B12,NJIT,H,"W, 94-67",116,106.2,76,123.6,58,11.8,30.8,30.4,88.1,45.2,26.3,33.3,24.2,73.5,12,3.67,3.67,W,94-67,94,67,27
1124,11/24/25,N,Florida Gulf Coast,ASun,Oral Roberts,H,"W, 93-88",116,129.6,74,125.7,62.7,16.2,40.7,61.8,118.9,63.9,24.3,30.8,46.3,21.9,0,4.07,4.07,W,93-88,93,88,5
1125,11/19/25,N,George Washington,A10,UMBC,H,"W, 89-52",116,78.7,71.1,125.1,64.3,15.5,25.8,19,73.1,38,19.7,14.6,33.3,98.9,21,5.04,5.04,W,89-52,89,52,37
1127,11/29/25,N,Valparaiso,MVC,Western Michigan,H,"W, 84-55",116,92.2,65,129.2,55.5,15.4,41.9,47.3,84.6,43.6,24.6,31.4,21.8,93.4,12,3.04,3.04,W,84-55,84,55,29
1128,11/3/25,N,Virginia Tech,ACC,Charleston Southern,H,"W, 98-67",115.9,97.3,78,125.7,52,9,40.9,35.5,85.9,40.1,19.2,29.4,21.1,88.2,8,3.88,3.88,W,98-67,98,67,31
1130,11/27/25,N,Creighton,BE,Oregon,N,"W, 76-66",115.9,90.4,67.6,112.4,48.3,7.4,17.6,35.6,97.6,42.8,13.3,37.2,15.9,94.6,6,0.0,3.97,W,76-66,76,66,10
1132,11/7/25,N,Iona,MAAC,Hofstra,H,"W, 81-73",115.9,91.3,74.7,108.5,52.5,20.1,30.6,45,97.7,50,20.1,36.8,28.6,94,15,2.55,2.55,W,81-73,81,73,8
1134,11/21/25,N,Northwestern St.,Slnd,Grand Canyon,A,"L, 85-72",115.9,120.6,69,104.4,53.8,14.5,9.4,46.2,123.3,56.1,17.4,46.2,79.6,38.8,-8,0.0,3.01,L,85-72,72,85,-13
1136,11/14/25,N,The Citadel,SC,West Georgia,A,"L, 100-92",115.9,140.8,75.9,121.2,55,10.5,28.9,30,131.8,63.1,11.9,38.7,41.5,9.7,-7,0.0,2.42,L,100-92,92,100,-8
1141,11/12/25,N,Houston,B12,Oakland,H,"W, 78-45",115.8,70.8,62,125.9,51.4,9.7,45,11.3,72.6,34.3,21,26.3,29.4,99.7,17,5.41,5.41,W,78-45,78,45,33
1143,11/13/25,N,Michigan St.,B10,San Jose St.,H,"W, 79-60",115.8,90.4,66.2,119.3,53.4,13.6,40.6,43.1,90.6,42.9,13.6,17.9,32.1,94.5,14,4.37,4.37,W,79-60,79,60,19
1150,11/8/25,N,Richmond,A10,East Carolina,H,"W, 87-72",115.7,108.3,73.9,117.7,58,14.9,14.8,72,97.4,46.3,17.6,21.6,57.4,68,9,3.58,3.58,W,87-72,87,72,15
1152,11/25/25,N,Rhode Island,A10,Vermont,N,"W, 80-65",115.7,98.9,64,125,54,17.2,48.4,76,101.6,51,21.9,27.3,47.9,85.8,7,0.0,2.96,W,80-65,80,65,15
1153,11/7/25,N,Duquesne,A10,Sacred Heart,H,"W, 92-80",115.7,114.9,74.2,124,50,9.4,37.8,59.1,107.8,43.8,14.8,34.9,82.1,52.1,6,2.36,2.36,W,92-80,92,80,12
1158,11/12/25,N,Marquette,BE,Little Rock,H,"W, 89-49",115.6,90.1,66.9,133.1,60,13.5,44.4,27.7,73.3,40.4,29.9,31.4,25,94.6,12,4.68,4.68,W,89-49,89,49,40
1159,11/3/25,N,Alabama,SEC,North Dakota,H,"W, 91-62",115.6,95.2,74,123.1,60.3,20.3,36.7,46.6,83.8,42.7,13.5,16.7,27.4,90.3,15,4.86,4.86,W,91-62,91,62,29
1160,11/7/25,N,Florida St.,ACC,Alabama St.,H,"W, 101-64",115.5,88,78.3,128.9,59.5,19.1,43.6,18.9,81.7,40.8,21.7,28.9,29.2,95.8,16,3.85,3.85,W,101-64,101,64,37
1161,11/25/25,N,Bradley,MVC,UC San Diego,N,"L, 87-77",115.5,116.2,69.9,110.1,53.2,20,36.8,24.2,124.4,57.1,12.9,27.3,55.4,48.2,-3,0.0,5.02,L,87-77,77,87,-10
1163,11/27/25,N,Colorado,B12,San Francisco,N,"W, 79-69",115.5,98,68.5,115.3,53.6,10.2,30.6,11.6,100.7,52.5,19,29.4,22,87,1,0.0,5.23,W,79-69,79,69,10
1166,11/17/25,N,Oregon St.,WCC,Oregon,A,"L, 87-75",115.5,116,68.2,110,50,17.6,27.3,46.3,127.6,56.6,14.7,43.8,73.6,48.8,-7,0.0,2.95,L,87-75,75,87,-12
1168,11/19/25,N,Bradley,MVC,UMass Lowell,H,"W, 87-77",115.5,125.5,67.3,129.2,60.7,14.8,38.7,46.4,114.3,52.9,19.3,31,50,27.8,0,5.02,5.02,W,87-77,87,77,10
1169,11/9/25,N,Baylor,B12,Washington,H,"W, 78-69",115.5,93.8,71.5,109.2,51.8,12.6,21.2,51.8,96.6,43.4,16.8,38.1,22.1,91.7,4,3.83,3.83,W,78-69,78,69,9
1170,11/3/25,N,South Florida,Amer,Florida A&M,H,"W, 102-67",115.4,100.1,80.2,127.2,54.8,18.7,48.6,64.5,83.6,41.5,26.2,27.5,44.1,83.7,10,2.79,2.79,W,102-67,102,67,35
1171,11/12/25,N,Hawaii,BW,Mississippi Valley S,H,"W, 88-56",115.4,105.3,66.5,132.4,58.9,16.6,48.3,51.8,84.3,38.1,13.5,22.5,25.4,74.2,15,4.92,4.92,W,88-56,88,56,32
1172,11/19/25,N,Maryland,B10,Mount St. Mary's,H,"W, 95-90",115.4,125.7,69.7,121.1,50.9,14,34.2,82.5,114.7,60.8,24.2,35.3,24.6,27.1,2,4.9,4.9,W,95-90,95,90,5
1174,11/3/25,N,Gonzaga,WCC,Texas Southern,H,"W, 98-43",115.4,77.7,72.5,135.1,58.7,17.9,55.9,30.4,59.3,28,23.4,24.5,28.8,98.9,12,5.17,5.17,W,98-43,98,43,55
1175,11/16/25,N,Troy,SB,Cal St. Northridge,A,"L, 94-85",115.4,125.3,73,116.4,54.1,11,20.6,36.1,128.7,61.9,19.2,45.5,23.9,28,-4,0.0,3.25,L,94-85,85,94,-9
1177,11/19/25,N,Richmond,A10,VMI,H,"W, 87-54",115.4,89.9,66.1,131.7,66.1,15.1,31,23.7,81.7,44.9,24.2,25,40.8,94.7,16,3.58,3.58,W,87-54,87,54,33
1178,11/30/25,N,Vermont,AE,Yale,H,"L, 77-74",115.4,112.5,62,119.5,58.2,17.8,30.8,44.9,124.3,54.5,4.8,23.3,40,57.3,-3,2.11,2.11,L,77-74,74,77,-3
1181,11/25/25,N,Towson,CAA,Liberty,N,"W, 72-69",115.3,105.9,63.2,113.9,53.4,15.8,38.7,24.1,109.2,51.7,9.5,18.2,16.9,72.7,-1,0.0,3.58,W,72-69,72,69,3
1182,11/21/25,N,Santa Clara,WCC,Louisiana,H,"W, 80-43",115.3,80,66.5,120.4,47.2,12,50,26.4,64.7,26.1,27.1,27.3,56.8,98.5,16,2.3,2.3,W,80-43,80,43,37
1183,11/23/25,N,Wyoming,MWC,Norfolk St.,H,"W, 75-67",115.3,105.2,66.8,112.4,46.4,21,45.7,56.4,100.4,45.1,18,30.6,56.9,74.3,11,5.48,5.48,W,75-67,75,67,8
1184,11/8/25,N,Gonzaga,WCC,Oklahoma,H,"W, 83-68",115.3,82.4,73.9,112.3,49.4,9.5,36.7,13.9,92,44.8,21.7,22.2,31,97.9,12,5.17,5.17,W,83-68,83,68,15
1185,11/12/25,N,Samford,SC,Texas Southern,A,"W, 93-90",115.3,122.8,68.4,120.1,55.3,12.9,20,77.2,116.2,58.5,7.7,15.8,32.3,32.7,-1,0.0,2.83,W,93-90,93,90,3
1186,11/7/25,N,George Mason,A10,Winthrop,H,"W, 96-90",115.3,112.1,76.6,125.3,55.1,18.3,44.4,72.9,117.5,48.5,7.8,24.4,43.3,57.9,0,3.12,3.12,W,96-90,96,90,6
1188,11/3/25,N,DePaul,BE,Chicago St.,H,"W, 92-62",115.2,93.2,72.8,126.4,56.7,17.9,41,58.3,85.2,41.1,22,28.9,41.1,91.9,17,2.32,2.32,W,92-62,92,62,30
1190,11/10/25,N,TCU,B12,Lamar,H,"W, 78-65",115.2,113.3,64.5,120.8,58.5,20.1,41.9,45.3,100.7,47.5,13.9,30.3,20,54.8,2,3.65,3.65,W,78-65,78,65,13
1192,11/18/25,N,Pepperdine,WCC,New Orleans,H,"W, 90-79",115.2,109.5,73.8,121.9,50.8,8.1,30.6,43.8,107,50,23,38.5,38.7,64.3,6,2.57,2.57,W,90-79,90,79,11
1194,11/24/25,N,Temple,Amer,UC San Diego,N,"L, 91-76",115.2,125.5,68.4,111.1,48.3,10.2,26.3,44.1,133,73.2,7.3,7.4,35.7,27.2,-8,0.0,3.29,L,91-76,76,91,-15
1195,11/24/25,N,Belmont,MVC,Saint Francis,N,"W, 94-57",115.1,96.2,71.9,130.8,71.6,18.1,24,24.1,79.3,39,23.6,26.8,25.4,88.8,12,0.0,3.89,W,94-57,94,57,37
1197,11/21/25,N,Louisville,ACC,Cincinnati,N,"W, 74-64",115.1,97.9,71.5,103.6,44.6,18.2,28.9,50,89.6,43.5,18.2,26.8,25.8,86.6,0,0.0,3.64,W,74-64,74,64,10
1200,11/14/25,N,Creighton,BE,Maryland Eastern Sho,H,"W, 84-45",115.1,87,64.5,130.2,56.7,13.9,45.9,16.4,69.7,40,27.9,18.8,12,96.2,14,3.97,3.97,W,84-45,84,45,39
1201,11/28/25,N,Tulane,Amer,Nicholls St.,H,"W, 82-72",115.1,110,69.1,118.6,60.2,17.4,24.2,46.3,104.2,57.5,15.9,23.5,49.1,62.6,7,3.78,3.78,W,82-72,82,72,10
1205,11/20/25,N,Wake Forest,ACC,Texas Tech,N,"L, 84-83",115.1,99.7,75.2,110.4,53,10.6,26.3,33.3,111.7,50,18.6,41,30.9,83.9,-2,0.0,6.14,L,84-83,83,84,-1
1207,11/12/25,N,Tulsa,Amer,Oral Roberts,A,"W, 88-87",115.1,126.2,72.8,120.9,54.5,16.5,34.3,65.5,119.5,61.7,13.7,18.8,33.3,25.7,-2,0.0,3.92,W,88-87,88,87,1
1213,11/16/25,N,Florida,SEC,Miami FL,N,"W, 82-68",115,82.5,76.8,106.8,51.6,20.8,35.9,47.5,88.5,37.3,13,32.1,38,97.8,7,0.0,3.8,W,82-68,82,68,14
1214,11/7/25,N,Purdue,B10,Oakland,H,"W, 87-77",115,105.6,69.9,124.4,56.6,7.2,28.9,22.1,110.1,50,12.9,31.6,17.6,72.6,3,4.54,4.54,W,87-77,87,77,10
1216,11/14/25,N,UCLA,B10,Arizona,N,"L, 69-65",114.9,88.5,67.5,96.3,50.9,23.7,27.3,13.8,102.3,52.7,22.2,36.7,27.3,95.3,1,0.0,4.03,L,69-65,65,69,-4
