Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF_O,eFG%_O,TO%_O,Reb%_O,FTR_O,EFF_D,eFG%_D,TO%_D,Reb%_D,FTR_D,G-Sc,+/-,True Advantage,hca,Won/Loss,Score Range,Score,Opp_Score,Spread
664,11/29/25,N,Arizona,B12,Norfolk St.,H,"W, 98-61",121.3,96.1,75.6,129.7,57.9,13.2,38.7,80.7,80.7,46.1,18.5,20,14.1,93.6,11,3.51,3.51,W,98-61,98,61,37
666,11/3/25,N,Tulane,Amer,Samford,H,"W, 85-72",121.3,118.2,65.1,130.5,68.9,12.3,8.7,24.5,110.6,50.8,16.9,36.6,27.9,57.3,5,3.78,3.78,W,85-72,85,72,13
667,11/3/25,N,South Alabama,SB,Toledo,A,"W, 76-74",121.3,104.9,63.7,119.3,61.2,15.7,35.5,22.4,116.1,60.9,17.3,19.4,16.4,84.1,9,0.0,2.17,W,76-74,76,74,2
668,11/7/25,N,Arizona,B12,Utah Tech,H,"W, 93-67",121.3,102.8,71.2,130.7,62.7,16.9,40.6,31.7,94.2,43.6,19.7,28.9,49.1,87.1,10,3.51,3.51,W,93-67,93,67,26
669,11/12/25,N,South Florida,Amer,Coppin St.,H,"W, 100-50",121.2,92.5,68.6,145.7,61.2,13.1,55.6,40.3,72.8,32.7,26.2,30.8,42.3,95.7,22,2.79,2.79,W,100-50,100,50,50
670,11/4/25,N,Texas Tech,B12,Lindenwood,H,"W, 98-60",121.2,89.1,76.6,127.9,50.6,9.1,41.8,28,78.3,35.2,18.3,23.4,42.6,97.1,14,4.39,4.39,W,98-60,98,60,38
671,11/9/25,N,USC,B10,Manhattan,H,"W, 114-83",121.2,107.7,82.2,138.8,55.6,14.6,52.2,39.5,101,44.3,14.6,24.4,59,79.5,12,2.82,2.82,W,114-83,114,83,31
674,11/21/25,N,Eastern Michigan,MAC,Oakland,H,"W, 97-91",121.2,116.7,74.3,130.5,71.2,16.1,17.4,25.4,122.5,57.5,10.8,27,29.9,60.8,1,4.52,4.52,W,97-91,97,91,6
675,11/7/25,N,Ohio St.,B10,Purdue Fort Wayne,H,"W, 94-68",121.2,96.4,72.6,129.4,82.4,26.2,28.6,25.5,93.6,48.3,17.9,19.4,28.8,93.3,13,4.25,4.25,W,94-68,94,68,26
676,11/28/25,N,Western Kentucky,CUSA,Wichita St.,N,"W, 75-70",121.2,107.9,63.6,117.9,48.3,11,31.6,39,110,43,14.1,40,45.6,79.3,1,0.0,2.1,W,75-70,75,70,5
677,11/29/25,N,Fordham,A10,Albany,N,"W, 88-68",121.1,106.4,67.6,130.2,69.8,20.7,40,39.6,100.6,41.4,13.3,40.5,18.6,81.6,11,0.0,3.09,W,88-68,88,68,20
683,11/14/25,N,North Carolina,ACC,North Carolina Centr,H,"W, 97-53",121.1,96.3,70.1,138.4,64.5,14.3,42.9,63.6,75.6,29.5,12.8,26.4,30.3,93.3,13,4.21,4.21,W,97-53,97,53,44
685,11/29/25,N,Winthrop,BSth,South Carolina St.,H,"W, 101-79",121.1,126.9,73.4,137.6,64.7,19.1,48.4,22.1,107.6,56.3,19.1,28.6,19,36.9,10,3.86,3.86,W,101-79,101,79,22
688,11/7/25,N,Notre Dame,ACC,Detroit Mercy,H,"W, 102-70",121,100.8,76.1,134,62.3,9.2,30.6,31.9,92,48.5,17.1,19.5,14.9,89,12,5.08,5.08,W,102-70,102,70,32
689,11/28/25,N,Florida,SEC,Providence,N,"W, 90-78",121,95.7,73.6,122.3,51.5,10.9,31.7,40.9,106,48.3,13.6,23.7,43.3,93.7,8,0.0,3.8,W,90-78,90,78,12
691,11/20/25,N,High Point,BSth,Illinois Chicago,N,"W, 90-80",120.9,110.6,73,123.3,54.5,16.4,34.4,67.3,109.6,53.4,24.7,48.5,40.7,73.5,6,0.0,4.6,W,90-80,90,80,10
694,11/25/25,N,Texas A&M,SEC,Mississippi Valley S,H,"W, 120-84",120.9,121.4,86.4,138.9,62.9,15,37.1,80.6,97.2,59.3,35.9,40,32.2,48.8,16,4.82,4.82,W,120-84,120,84,36
695,11/21/25,N,Penn,Ivy,Drexel,A,"W, 84-68",120.9,105.7,67.2,125,57.4,16.4,36.7,51.9,101.2,47.7,13.4,32.6,26.6,82.5,8,0.0,2.47,W,84-68,84,68,16
696,11/18/25,N,Delaware,CUSA,Saint Peter's,H,"W, 81-70",120.9,108.1,67.2,120.6,64.4,20.8,29.6,38.5,104.2,50.8,11.9,18.9,9.5,78.2,14,3.9,3.9,W,81-70,81,70,11
698,11/27/25,N,Arkansas,SEC,Duke,N,"L, 80-71",120.8,98.1,70.1,101.3,48.4,17.1,28.6,17.2,114.1,55.9,17.1,38.7,35.6,91.7,-1,0.0,6.63,L,80-71,71,80,-9
700,11/25/25,N,Michigan St.,B10,East Carolina,N,"W, 89-56",120.8,87.7,72,123.6,60.4,15.3,36.1,17.9,77.8,39.6,33.3,30.6,54.2,97.5,17,0.0,4.37,W,89-56,89,56,33
704,11/11/25,N,Memphis,Amer,Mississippi,A,"L, 83-77",120.8,117.2,67.6,113.9,52.5,10.4,26.5,33.3,122.8,59.6,10.4,22.6,63.5,58.6,-5,0.0,4.85,L,83-77,77,83,-6
706,11/30/25,N,Robert Morris,Horz,Stetson,H,"W, 80-62",120.8,113.3,61.1,131,66.1,11.5,35.7,25,101.5,45.2,13.1,20,38.5,67.7,11,1.63,1.63,W,80-62,80,62,18
709,11/3/25,N,Notre Dame,ACC,LIU,H,"W, 89-67",120.7,96.7,71,125.4,61.8,26.8,50,54.5,94.4,43.6,21.1,33.3,56.4,92.8,14,5.08,5.08,W,89-67,89,67,22
710,11/28/25,N,Oklahoma,SEC,Marquette,N,"W, 75-74",120.7,120.5,63.2,118.7,56.6,12.7,32.3,14.8,117.1,47,7.9,41,22.4,50.3,-4,0.0,5.28,W,75-74,75,74,1
711,11/3/25,N,Colorado,B12,Montana St.,H,"W, 84-78",120.7,117.6,68.8,122.1,54.8,13.1,35.5,75,113.4,58,16,21.4,30.4,57.4,1,5.23,5.23,W,84-78,84,78,6
714,11/14/25,N,DePaul,BE,Northwestern,H,"L, 81-79",120.7,112.9,67.6,116.8,48.3,19.2,45.7,45.8,119.8,65,16.3,25,48,68.3,-1,2.32,2.32,L,81-79,79,81,-2
716,11/15/25,N,Wyoming,MWC,Portland,H,"W, 93-56",120.7,94.2,70.4,132.1,54.9,14.2,43.9,23.6,79.6,39.6,18.5,21.1,68.8,94.6,9,5.48,5.48,W,93-56,93,56,37
717,11/26/25,N,Bradley,MVC,Liberty,N,"W, 74-64",120.6,92.9,64.3,115.1,58.5,23.3,42.3,26.4,99.5,55.2,18.7,16.7,43.8,95.3,10,0.0,5.02,W,74-64,74,64,10
718,11/13/25,N,California,ACC,Kansas St.,A,"L, 99-96",120.6,120.8,78.3,122.6,68.5,21.7,32.1,22.6,126.4,72,21.7,26.1,35.6,49.7,-14,0.0,2.49,L,99-96,96,99,-3
719,11/15/25,N,Georgetown,BE,Clemson,H,"W, 79-74",120.6,99.9,69.8,113.1,50.9,11.5,19.4,60.4,105.9,49.2,14.3,27.5,32.8,89.7,1,2.92,2.92,W,79-74,79,74,5
720,11/8/25,N,George Washington,A10,South Florida,N,"W, 99-95",120.6,104.8,85,116.4,62.7,24.7,34.4,74.5,111.7,47.2,14.1,36.4,51.4,83.3,1,0.0,5.04,W,99-95,99,95,4
726,11/24/25,N,Arizona St.,B12,Texas,N,"W, 87-86",120.5,105,75,116.1,56.7,14.7,20.7,69.2,114.7,60,25.3,40.7,49.1,83.1,-2,0.0,4.01,W,87-86,87,86,1
727,11/24/25,N,Arizona,B12,Denver,H,"W, 103-73",120.5,93.1,75.5,136.5,66.2,19.9,52.6,28.2,96.8,47.5,19.9,26.8,40,95.1,20,3.51,3.51,W,103-73,103,73,30
728,11/25/25,N,Iowa,B10,Mississippi,N,"W, 74-69",120.5,103.2,64.5,114.8,50,10.9,32.4,42.9,107.1,53.1,20.2,24,40.8,85.6,2,0.0,5.16,W,74-69,74,69,5
736,11/20/25,N,Texas Tech,B12,Wake Forest,N,"W, 84-83",120.4,103.5,75.2,111.7,50,18.6,41,30.9,110.4,53,10.6,26.3,33.3,85.1,2,0.0,4.39,W,84-83,84,83,1
738,11/3/25,N,Wisconsin,B10,Campbell,H,"W, 96-64",120.3,102.4,71,135.1,59,12.7,38.2,28.4,90.1,49,26.7,30,32.7,86.4,6,3.01,3.01,W,96-64,96,64,32
739,11/14/25,N,Illinois,B10,Colgate,H,"W, 84-65",120.3,98.6,66.8,125.7,45.7,10.5,45.2,34.8,97.3,46,7.5,16.7,14.5,90.8,9,2.64,2.64,W,84-65,84,65,19
742,11/13/25,N,Loyola Chicago,A10,Wichita St.,A,"L, 95-74",120.3,138.3,65.3,113.3,51.8,16.8,32.4,31.6,145.5,60.3,3.1,36.8,27.9,16.7,-12,0.0,2.62,L,95-74,74,95,-21
743,11/20/25,N,Memphis,Amer,Purdue,N,"L, 80-71",120.3,98.2,67.5,105.1,45.8,17.8,39.5,42.4,118.4,54.6,16.3,42.4,16.9,91.2,-1,0.0,4.85,L,80-71,71,80,-9
744,11/22/25,N,Navy,Pat,NJIT,H,"W, 86-70",120.3,118.7,68.8,125,56.4,13.1,32.4,60,101.8,44.2,14.5,31,41.7,53.7,10,2.91,2.91,W,86-70,86,70,16
746,11/25/25,N,Oakland,Horz,Montana,A,"W, 95-87",120.3,112.5,77.6,122.4,54.5,12.9,35.1,47,112.1,58.7,19.3,30.6,34.9,68.3,3,0.0,2.53,W,95-87,95,87,8
747,11/8/25,N,Providence,BE,Virginia Tech,N,"L, 107-101",120.3,111.4,79.3,113.3,52,15.7,28.6,32.9,120,58.2,12.3,27.9,27.8,70.7,0,0.0,4.75,L,107-101,101,107,-6
748,11/21/25,N,Saint Louis,A10,Purdue Fort Wayne,H,"W, 91-60",120.3,88.8,70.4,129.3,61.5,22.7,48.4,27.9,85.3,40.2,15.6,18.6,23,97,15,4.17,4.17,W,91-60,91,60,31
749,11/20/25,N,Missouri,SEC,South Dakota,H,"W, 102-68",120.3,101.2,74.1,137.6,69.6,22.9,50,53.6,91.8,48.3,22.9,31.6,36.2,88,9,6.47,6.47,W,102-68,102,68,34
752,11/8/25,N,St. John's,BE,Alabama,H,"L, 103-96",120.2,103.3,84.2,114,54,14.2,25.6,63.5,122.3,54.9,8.3,30.4,27.2,85.2,-4,3.48,3.48,L,103-96,96,103,-7
753,11/28/25,N,Providence,BE,Florida,N,"L, 90-78",120.2,111.1,73.6,106,48.3,13.6,23.7,43.3,122.3,51.5,10.9,31.7,40.9,71.2,-8,0.0,4.75,L,90-78,78,90,-12
754,11/11/25,N,Iona,MAAC,UMKC,A,"W, 105-91",120.2,118.5,86.3,121.7,66.7,20.9,31.4,19.4,105.4,51.4,20.9,37.5,28.4,53.9,8,0.0,2.55,W,105-91,105,91,14
755,11/25/25,N,Mississippi,SEC,Iowa,N,"L, 74-69",120.2,101.9,64.5,107.1,53.1,20.2,24,40.8,114.8,50,10.9,32.4,42.9,87,-2,0.0,4.43,L,74-69,69,74,-5
758,11/21/25,N,Virginia,ACC,Northwestern,N,"W, 83-78",120.2,104.9,70.8,117.3,41.4,15.5,52.5,56.2,110.2,52.6,9.9,17.6,41.4,82.8,-1,0.0,3.59,W,83-78,83,78,5
759,11/8/25,N,Wichita St.,Amer,Prairie View A&M,H,"W, 105-62",120.2,93.9,76.9,136.6,60.7,13,41.2,67.2,80.6,33.9,22.1,27.9,47.5,94.4,13,4.43,4.43,W,105-62,105,62,43
763,11/25/25,N,Hampton,CAA,Maryland Eastern Sho,A,"W, 74-68",120.1,117.5,61.3,120.7,55.7,13.1,24.1,75,110.9,48.1,11.4,26.5,43.4,56.1,10,0.0,1.47,W,74-68,74,68,6
764,11/15/25,N,Maryland,B10,Marquette,A,"W, 89-82",120.1,107,77.1,115.4,60,16.9,14.3,49.1,106.3,44.1,14.3,39.2,28.9,79.1,3,0.0,4.9,W,89-82,89,82,7
765,11/15/25,N,Winthrop,BSth,Mercer,H,"W, 105-69",120.1,93.5,81,129.7,59.8,13.6,34.2,56.1,85.2,47.3,23.5,18.9,46.4,94.7,9,3.86,3.86,W,105-69,105,69,36
771,11/21/25,N,UCLA,B10,Presbyterian,H,"W, 86-46",120,79.2,67.3,127.9,68.6,16.4,26.1,47.1,68.4,35.3,25.3,22.9,29.4,99.2,19,4.03,4.03,W,86-46,86,46,40
775,11/19/25,N,Valparaiso,MVC,Cleveland St.,A,"W, 90-75",120,109.3,69.2,130,59.5,13,41.9,31.7,108.4,50.9,13,16.1,41.8,74.5,11,0.0,3.04,W,90-75,90,75,15
776,11/17/25,N,N.C. State,ACC,VCU,H,"W, 85-79",120,100.3,73.6,115.5,53.7,23.1,42.4,61.1,107.3,50.8,16.3,27.9,27.3,88.7,4,2.75,2.75,W,85-79,85,79,6
777,11/25/25,N,Winthrop,BSth,Nebraska,A,"L, 80-73",120,102.6,69,105.9,47.1,16,37.8,18.8,116,51.4,7.3,24.4,14.5,85.9,-2,0.0,3.86,L,80-73,73,80,-7
778,11/16/25,N,Long Beach St.,BW,Illinois St.,H,"L, 82-80",119.9,117.4,68,117.6,55.6,8.8,27.8,28.6,120.5,52,8.8,16.1,79.6,56.2,-4,3.57,3.57,L,82-80,80,82,-2
779,11/21/25,N,Northwestern,B10,Virginia,N,"L, 83-78",119.9,99.8,70.8,110.2,52.6,9.9,17.6,41.4,117.3,41.4,15.5,52.5,56.2,89.3,1,0.0,2.72,L,83-78,78,83,-5
780,11/5/25,N,Marquette,BE,Southern,H,"W, 100-82",119.9,108.7,79.6,125.6,60,12.6,26.3,28.6,103,47.7,16.3,27.5,45.3,75.5,7,4.68,4.68,W,100-82,100,82,18
781,11/18/25,N,Vermont,AE,Buffalo,A,"L, 94-90",119.9,122.2,73,123.3,65.5,16.4,18.5,40,128.7,59.4,12.3,19.4,69.8,44.7,0,0.0,2.11,L,94-90,90,94,-4
787,11/20/25,N,Arizona St.,B12,Hawaii,A,"W, 83-76",119.7,105.7,75.5,110,47.6,10.6,32.4,59.7,100.7,51.9,22.5,27.6,48.1,80.7,-2,0.0,4.01,W,83-76,83,76,7
788,11/8/25,N,Kansas St.,B12,Bellarmine,H,"W, 98-71",119.7,104,71,138,75.5,25.4,50,43.4,100,49.2,18.3,30.6,27.9,83.5,10,5.72,5.72,W,98-71,98,71,27
792,11/19/25,N,Villanova,BE,La Salle,A,"W, 70-55",119.7,96.8,59.5,117.7,59.3,21.9,46.4,18.5,92.5,46.1,26.9,39.4,25.5,92,10,0.0,3.52,W,70-55,70,55,15
795,11/27/25,N,Duke,ACC,Arkansas,N,"W, 80-71",119.6,92.2,70.1,114.1,55.9,17.1,38.7,35.6,101.3,48.4,17.1,28.6,17.2,95.2,1,0.0,3.7,W,80-71,80,71,9
797,11/10/25,N,The Citadel,SC,Charleston Southern,H,"L, 96-86",119.6,136.2,72.1,119.3,57.9,11.1,18.8,52.6,133.1,60.6,12.5,40,31.8,18.4,0,2.42,2.42,L,96-86,86,96,-10
801,11/25/25,N,North Carolina,ACC,St. Bonaventure,N,"W, 85-70",119.6,95.6,71.3,119.2,58.2,18.2,33.3,49.1,98.2,46.4,12.6,26.8,11.4,92.9,8,0.0,4.21,W,85-70,85,70,15
804,11/17/25,N,Pittsburgh,ACC,Bucknell,H,"W, 84-50",119.5,92.3,64.8,129.7,61.5,20.1,44.1,23,77.2,34,24.7,27,48.9,95.1,12,2.7,2.7,W,84-50,84,50,34
805,11/16/25,N,Charlotte,Amer,Virginia Tech,A,"L, 84-76",119.5,119.7,66.2,114.7,48.4,12.1,42.5,38.1,126.8,45,9.1,39,60,49.5,-8,0.0,3.9,L,84-76,76,84,-8
808,11/21/25,N,Nebraska,B10,Kansas St.,N,"W, 86-85",119.5,101.4,75.5,113.9,60.7,15.9,25.8,32.8,112.6,53.2,17.2,27.3,35.5,86.9,4,0.0,5.75,W,86-85,86,85,1
809,11/23/25,N,Columbia,Ivy,Longwood,H,"W, 95-70",119.5,106.2,72.4,131.2,65.2,19.3,37.1,18.2,96.7,53.6,20.7,18.8,30.9,79.5,11,1.61,1.61,W,95-70,95,70,25
810,11/18/25,N,Montana,BSky,Texas A&M,A,"L, 86-81",119.5,114.6,70,115.8,71.2,20,11.5,25,122.9,60.2,14.3,22.6,53.7,61.9,-10,0.0,3.89,L,86-81,81,86,-5
813,11/15/25,N,Ohio,MAC,Louisville,A,"L, 106-81",119.5,117.3,76.3,106.2,51.7,22.3,33.3,44.1,138.9,61.8,14.4,43.6,44.1,55.5,-13,0.0,4.74,L,106-81,81,106,-25
816,11/6/25,N,Texas A&M,SEC,Texas Southern,H,"W, 104-70",119.5,106.2,77.2,134.7,63.9,10.4,22.6,60.7,90.6,56.1,29.8,30,51,79.6,6,4.82,4.82,W,104-70,104,70,34
818,11/11/25,N,Wisconsin,B10,Ball St.,H,"W, 86-55",119.4,91.7,68.4,125.8,60.9,21.9,46.9,12.5,80.4,40.6,20.5,21.1,39.6,95.4,16,3.01,3.01,W,86-55,86,55,31
829,11/8/25,N,Loyola Marymount,WCC,Arkansas Pine Bluff,H,"W, 94-72",119.3,115.5,70.8,132.8,62.9,8.5,30.6,45.2,101.7,46.9,18.4,33.3,16.9,59.3,6,2.49,2.49,W,94-72,94,72,22
830,11/12/25,N,Colorado St.,MWC,Cal Poly,H,"W, 93-79",119.3,109.2,75,124,61.7,14.7,18.8,33.3,105.3,54,17.3,22,28.6,73.5,8,5.19,5.19,W,93-79,93,79,14
831,11/18/25,N,Kansas,B12,Duke,N,"L, 78-66",119.3,101.7,66,100,46.7,12.1,22.2,23.3,118.2,52.6,12.1,37.1,44.8,86.2,-3,0.0,5.18,L,78-66,66,78,-12
833,11/11/25,N,Florida Gulf Coast,ASun,Georgia Southern,H,"L, 95-94",119.3,131.7,72.9,129,53.6,17.8,55.1,13.3,130.3,71.6,15.1,20.7,31,24.2,-3,4.07,4.07,L,95-94,94,95,-1
839,12/1/25,N,Iona,MAAC,Delaware,A,"W, 89-66",119.2,102.5,69.9,127.3,69.8,14.3,8,35.8,94.4,50.8,17.2,21.6,12.9,85,5,0.0,2.55,W,89-66,89,66,23
840,11/21/25,N,LSU,SEC,Nebraska Omaha,H,"W, 99-73",119.2,96.3,77.6,127.5,64.3,14.2,22.9,38.1,94,46.2,15.5,25.5,37.9,92.1,15,4.14,4.14,W,99-73,99,73,26
843,11/26/25,N,Wagner,NEC,Manhattan,A,"W, 103-101",119.2,133.2,69.1,132.5,64.8,18,48.4,42.2,129.9,53.6,11.6,35.7,50.7,21.8,-9,0.0,3.25,W,103-101,103,101,2
846,11/3/25,N,Seton Hall,BE,Saint Peter's,H,"W, 77-50",119.1,94.8,60.3,127.7,52.2,13.3,39.3,80,83,33.3,24.9,38.5,43.1,93.2,11,3.03,3.03,W,77-50,77,50,27
847,11/11/25,N,Richmond,A10,William & Mary,H,"W, 90-86",119.1,111.4,77.3,116.4,43,19.4,44.9,71.9,111.3,48.4,9.1,22.5,49.2,68.4,1,3.58,3.58,W,90-86,90,86,4
848,11/15/25,N,Arkansas Pine Bluff,SWAC,Vanderbilt,A,"L, 104-75",119,114,74.5,100.7,49.1,17.4,21.1,45.6,139.6,55.6,9.4,48.7,46.5,62,-12,0.0,2.52,L,104-75,75,104,-29
849,11/25/25,N,California,ACC,UCLA,N,"W, 80-72",119,92.6,70.7,113.2,54.3,11.3,20.6,37.9,101.9,46.1,15.6,33.3,35.9,94.7,2,0.0,2.49,W,80-72,80,72,8
851,11/26/25,N,Rhode Island,A10,Temple,N,"W, 90-75",119,102.3,69.8,128.9,65.5,8.6,16.7,39.7,107.5,51,15.8,18.2,67.3,85,6,0.0,2.96,W,90-75,90,75,15
854,11/28/25,N,Butler,BE,Wright St.,H,"W, 94-69",119,100.1,75.4,124.7,62.7,14.6,35.5,41.3,91.5,47.2,17.2,25,4.2,87.9,3,4.09,4.09,W,94-69,94,69,25
855,11/3/25,N,Colgate,Pat,Michigan St.,A,"L, 80-69",118.9,103.6,69.2,99.7,57,18.8,9.7,10.5,115.6,46.7,14.4,46.3,61.7,83.1,-6,0.0,3.27,L,80-69,69,80,-11
858,11/3/25,N,Northern Illinois,MAC,Louisiana Monroe,H,"W, 102-82",118.9,125.4,74.9,136.2,63.8,24,61.3,40,109.5,58.9,17.4,19.4,39.3,35.3,7,3.27,3.27,W,102-82,102,82,20
860,11/7/25,N,UCLA,B10,Pepperdine,H,"W, 74-63",118.9,106.9,62.8,117.9,52.9,15.9,40.6,50,100.4,41,19.1,41.7,21.3,77.2,9,4.03,4.03,W,74-63,74,63,11
865,11/11/25,N,Arkansas,SEC,Central Arkansas,H,"W, 93-56",118.8,87.6,74.2,125.3,59.5,10.8,24.2,34.9,75.5,31.3,10.8,19.6,31.3,97.1,12,6.63,6.63,W,93-56,93,56,37
867,11/9/25,N,Denver,Sum,Montana St.,A,"W, 75-73",118.8,115.2,64,117.1,62.7,21.9,37.5,18.2,114,55.7,12.5,29,11.5,58.9,-2,0.0,7.03,W,75-73,75,73,2
871,11/12/25,N,Manhattan,MAAC,Utah Tech,N,"W, 79-75",118.8,119,64.8,121.9,57.4,18.5,37.9,37,115.7,48.5,12.3,42.9,22.1,49.5,3,0.0,2.31,W,79-75,79,75,4
873,11/19/25,N,Western Carolina,SC,UNC Asheville,H,"W, 80-73",118.8,121.6,64.3,124.3,46,12.4,48.7,46.8,113.4,61,17.1,25,46,43.3,1,3.44,3.44,W,80-73,80,73,7
875,11/30/25,N,Yale,Ivy,Vermont,A,"W, 77-74",118.8,112.3,62,124.3,54.5,4.8,23.3,40,119.5,58.2,17.8,30.8,44.9,65.8,3,0.0,2.39,W,77-74,77,74,3
877,11/21/25,N,SMU,ACC,Arkansas St.,H,"W, 100-69",118.7,87.4,80.1,124.8,60,10,30.8,21.3,86.1,46,40,53.8,25.4,97.1,14,3.61,3.61,W,100-69,100,69,31
879,11/12/25,N,Marshall,SB,Elon,H,"W, 96-89",118.7,108,76.5,125.6,66.4,18.3,28.1,36.1,116.4,52.1,13.1,33.3,31.4,74.8,6,4.89,4.89,W,96-89,96,89,7
887,11/19/25,N,Arkansas St.,SB,Saint Mary's,A,"L, 85-72",118.6,113,68.9,104.5,44.2,14.5,37.2,18.8,123.3,56.6,18.9,40.6,62.3,63.4,-7,0.0,4.74,L,85-72,72,85,-13
891,11/26/25,N,Portland,WCC,Long Beach St.,H,"W, 93-73",118.6,107.7,71.8,129.6,76,20.9,17.6,38,101.7,49.2,18.1,27,33.3,75.3,9,3.76,3.76,W,93-73,93,73,20
896,11/24/25,N,Texas,SEC,Arizona St.,N,"L, 87-86",118.5,107.2,75,114.7,60,25.3,40.7,49.1,116.1,56.7,14.7,20.7,69.2,75.8,2,0.0,5.44,L,87-86,86,87,-1
903,11/23/25,N,Winthrop,BSth,Jackson St.,A,"W, 80-62",118.5,108.3,64.3,124.5,57.3,12.4,33.3,16.1,96.5,50.9,20.2,24.2,14.3,73.9,6,0.0,3.86,W,80-62,80,62,18
905,11/26/25,N,St. John's,BE,Auburn,N,"L, 85-74",118.4,108.7,66.6,111.1,44.2,21,45.2,46.7,127.7,60.4,18,48,47.2,72.8,0,0.0,3.48,L,85-74,74,85,-11
906,11/26/25,N,Buffalo,MAC,Bucknell,N,"W, 73-71",118.4,126.4,60.9,119.9,54.6,13.1,31.2,35.2,116.7,56.1,18.1,40.6,21.1,32.1,2,0.0,4.75,W,73-71,73,71,2
912,11/8/25,N,Pacific,WCC,Nevada,A,"L, 78-77",118.4,106.8,67.3,114.4,56.8,11.9,18.4,25.4,115.9,46.6,13.4,40,67.2,76.5,-2,0.0,2.84,L,78-77,77,78,-1
916,11/27/25,N,Stanford,ACC,Minnesota,N,"W, 72-68",118.3,104.4,64,112.4,43.3,12.5,47.2,26.9,106.2,61.1,21.9,24,40,80.7,1,0.0,4.08,W,72-68,72,68,4
917,11/14/25,N,Colorado,B12,Providence,H,"W, 97-88",118.3,102.7,79.3,122.4,56.1,13.9,34.3,40.9,111,49.2,12.6,22.5,47.7,83.6,4,5.23,5.23,W,97-88,97,88,9
918,11/22/25,N,Georgetown,BE,Wagner,H,"W, 92-75",118.3,106.4,74.7,123.2,54,12.1,28.6,45.2,100.5,50,21.4,28.2,31.1,77.3,11,2.92,2.92,W,92-75,92,75,17
919,11/3/25,N,Bethune Cookman,SWAC,Auburn,A,"L, 95-90",118.2,103.1,70.8,113,58.6,16.3,23.5,12.9,119.3,50,13.8,39.5,55.9,82.9,-1,0.0,2.32,L,95-90,90,95,-5
920,11/28/25,N,BYU,B12,Dayton,N,"W, 83-79",118.2,103.5,74.6,111.3,60.7,20.1,17.2,32.1,105.9,58.9,18.8,21.1,22.6,82.2,0,0.0,4.53,W,83-79,83,79,4
921,11/28/25,N,Dayton,A10,BYU,N,"L, 83-79",118.2,96.2,74.6,105.9,58.9,18.8,21.1,22.6,111.3,60.7,20.1,17.2,32.1,91.4,0,0.0,4.72,L,83-79,79,83,-4
925,11/9/25,N,Marquette,BE,Indiana,N,"L, 100-77",118.2,117.6,75.5,101.9,40.7,19.9,36.8,55.9,132.4,60.6,10.6,28.6,36.4,51.6,-10,0.0,4.68,L,100-77,77,100,-23
928,11/18/25,N,Fresno St.,MWC,Stephen F. Austin,H,"W, 80-78",118.2,116.8,67.9,117.8,63.9,19.1,32.1,35.2,114.8,51.4,17.7,45.2,8.2,53.5,-1,4.49,4.49,W,80-78,80,78,2
930,11/15/25,N,Denver,Sum,UTSA,H,"L, 84-79",118.2,143.4,65.1,121.4,55.8,10.8,23.5,23.3,129.1,61.6,15.4,36.7,35.7,9.8,-4,7.03,7.03,L,84-79,79,84,-5
936,11/23/25,N,Murray St.,MVC,Middle Tennessee,N,"L, 90-87",118.1,119.4,75.7,115,54,10.6,21.6,46.8,118.9,54.1,13.2,39.5,24.3,46.8,-3,0.0,1.44,L,90-87,87,90,-3
937,11/24/25,N,UAB,Amer,Southern Illinois,N,"W, 81-73",118.1,103.7,70.3,115.2,50,12.8,38.1,29.9,103.8,46.3,11.4,25.6,19.4,81.6,5,0.0,3.41,W,81-73,81,73,8
938,11/11/25,N,Illinois,B10,Texas Tech,H,"W, 81-77",118.1,95.1,71.9,112.6,55.1,18.1,32.4,39,107.1,57.8,18.1,23.3,6.2,92.4,4,2.64,2.64,W,81-77,81,77,4
940,11/18/25,N,Buffalo,MAC,Vermont,H,"W, 94-90",118.1,120.8,73,128.7,59.4,12.3,19.4,69.8,123.3,65.5,16.4,18.5,40,43.6,0,4.75,4.75,W,94-90,94,90,4
944,11/6/25,N,TCU,B12,Saint Francis,H,"W, 104-63",118,98,77.6,134.1,61.5,19.3,46.9,43.1,81.2,46,20.6,13.2,9.5,89.4,17,3.65,3.65,W,104-63,104,63,41
947,11/18/25,N,San Diego St.,MWC,Troy,H,"L, 108-107",118,122.1,71.7,119.4,53.7,22.3,45.5,70.6,120.5,52.8,14.5,36.2,59.7,40.2,-4,4.18,4.18,L,108-107,107,108,-1
951,11/21/25,N,Colorado St.,MWC,Denver,H,"L, 83-81",117.9,135,60,135.1,59,18.3,48,112.8,138.4,59.6,6.7,30,33.3,17.4,-2,5.19,5.19,L,83-81,81,83,-2
952,11/7/25,N,Buffalo,MAC,Green Bay,H,"W, 83-76",117.9,120.5,64.2,129.2,59.6,10.9,28.1,87.2,118.3,62.8,17.1,15.4,44.7,43.7,3,4.75,4.75,W,83-76,83,76,7
953,11/26/25,N,Lipscomb,ASun,Marshall,A,"W, 90-67",117.9,83.9,77.9,115.5,64,19.3,18.2,45.6,86,40.3,21.8,29.3,35.5,98,17,0.0,3.35,W,90-67,90,67,23
