Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
#,Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-,Unnamed: 24_level_1
261,261,11/7/25,N,Florida Gulf Coast,ASun,Illinois,A,"L, 113-70",105,129.7,74.9,93.4,37.3,1.3,24.5,15.2,150.8,63.8,9.3,39.3,52.3,8.1,-27,
262,262,11/3/25,N,Hampton,CAA,Milwaukee,A,"L, 90-86",105,114.6,79.5,108.1,48.4,22.6,37.2,54,113.1,47.9,11.3,41.2,60,26.7,-6,
263,263,11/3/25,N,Murray St.,MVC,Nebraska Omaha,N,"W, 85-77",104.9,95.7,79.1,107.4,46.6,17.7,28.6,55.9,97.3,50,21.5,27.8,28.1,74.2,5,
264,264,11/3/25,N,Winthrop,BSth,Queens,H,"W, 81-74",104.9,106.8,72.2,112.2,45.2,13.9,39,50,102.5,47.6,23.6,37.8,25.4,44.8,2,
265,265,11/7/25,N,Columbia,Ivy,New Haven,A,"W, 71-53",104.8,87.7,65.6,108.2,63.3,24.4,30.8,28.6,80.8,35.1,18.3,21.4,28.1,88.6,14,
266,266,11/6/25,N,Northwestern St.,Slnd,North Texas,A,"L, 80-53",104.7,124,59.1,89.6,41.2,27.1,33.3,67.5,135.3,66,18.6,46.2,44,12.5,-6,
267,267,11/3/25,N,Miami OH,MAC,Old Dominion,H,"W, 87-72",104.7,104.5,74.7,116.4,56,16.1,25,46.6,96.4,55.7,25.4,16.7,30.2,50.5,-4,
268,268,11/7/25,N,UAB,Amer,N.C. State,A,"L, 94-70",104.7,107,74.5,93.9,43.7,18.8,38.6,19.7,126.1,62.3,18.8,37.9,36.1,44,-8,
269,269,11/3/25,N,American,Pat,Wake Forest,A,"L, 88-74",104.6,109.6,75.5,98,50,23.8,25.7,31,116.6,53.1,14.6,33.3,36.9,36.7,-9,
270,270,11/8/25,N,Syracuse,ACC,Delaware St.,H,"W, 83-43",104.6,70.8,71.5,116,65.5,19.6,25,38.2,60.1,22.3,21,33.3,26.2,98.9,17,
271,271,11/3/25,N,St. Thomas,Sum,Saint Mary's,A,"L, 84-58",104.6,115.5,64.9,89.4,51.9,15.4,11.8,18.9,129.5,60.5,17,36.7,33.3,24.1,-8,
272,272,11/6/25,N,West Virginia,B12,Campbell,H,"W, 73-65",104.5,96.5,68,107.3,46.5,16.2,31.6,47.4,95.6,37,17.6,36.8,59.3,71.5,6,
273,273,11/6/25,N,Grambling St.,SWAC,Iowa St.,A,"L, 102-62",104.4,116.9,74.8,82.8,46.9,25.4,15.6,46.9,136.3,63.6,16,44.4,43.9,21.4,-11,
274,274,11/7/25,N,Charlotte,Amer,Tennessee Tech,H,"W, 70-65",104.3,102,65.7,106.6,59.6,28.9,37,42.6,99,56.4,25.9,32.3,53.2,56.5,10,
275,275,11/3/25,N,Drake,MVC,Northern Arizona,N,"W, 77-71",104.2,107,69.1,111.5,50.8,14.5,33.3,36.7,102.8,43.8,8.7,30.6,16.4,42.4,0,
276,276,11/4/25,N,Portland St.,BSky,Stanford,A,"L, 89-79",104.2,106.8,80.3,98.3,56.8,26.1,23.5,27.1,110.8,52.6,21.2,31.2,63.2,42.8,-6,
277,277,11/3/25,N,Queens,ASun,Winthrop,A,"L, 81-74",104.2,111.5,72.2,102.5,47.6,23.6,37.8,25.4,112.2,45.2,13.9,39,50,31.6,-2,
278,278,11/3/25,N,Florida Atlantic,Amer,Boston College,H,"W, 83-78",104.1,95.6,71.2,103.6,52.2,15,19.1,37.3,97.3,49.3,17.5,32.6,35.8,72.8,2,
279,279,11/8/25,N,Wyoming,MWC,Cal St. Fullerton,H,"W, 92-82",104,111.7,84,109.5,53.8,13.1,25,56.9,97.6,46.4,20.2,18.4,78.2,30.7,-,
280,280,11/6/25,N,Jackson St.,SWAC,Louisville,A,"L, 106-70",104,116.4,77.1,90.8,48.4,15.6,17.1,25.4,137.5,59.7,13,40.5,52.2,21.6,-18,
281,281,11/6/25,N,Campbell,CAA,West Virginia,A,"L, 73-65",103.9,101.7,68,95.6,37,17.6,36.8,59.3,107.3,46.5,16.2,31.6,47.4,56.1,-6,
282,282,11/3/25,N,Holy Cross,Pat,Providence,A,"L, 89-79",103.9,105.8,77.9,101.4,50,16.7,20.9,32.3,114.2,55.6,12.8,22.2,43.5,44.8,-10,
283,283,11/6/25,N,Abilene Christian,WAC,Nebraska Omaha,H,"W, 73-71",103.9,101,68.8,106,50,20.3,37.5,36.8,103.1,55.8,23.2,20,72.1,58.1,4,
284,284,11/5/25,N,North Dakota St.,Sum,UC Davis,A,"L, 80-68",103.9,116,68.9,98.7,38.7,17.4,46.5,19.7,116.2,64.2,26.1,44,32.1,22,-2,
285,285,11/3/25,N,South Dakota St.,Sum,Merrimack,N,"W, 75-66",103.8,103.6,70.1,107,48.2,20,38.9,45.6,94.2,39.3,15.7,23.1,48.2,50.5,2,
286,286,11/3/25,N,Bucknell,Pat,Delaware,H,"W, 78-70",103.7,103.1,71.1,109.7,53.2,18.3,35.3,22.6,98.5,46.1,16.9,28.6,28.1,51.6,6,
287,287,11/6/25,N,Alcorn St.,SWAC,South Alabama,A,"L, 76-70",103.5,105.2,72,97.2,55.5,25,23.3,20,105.5,56.6,20.8,28.6,50.9,45.4,3,
288,288,11/3/25,N,Illinois Chicago,MVC,Detroit Mercy,H,"W, 91-71",103.5,100.6,79.3,114.8,54.5,20.2,32.4,64.3,89.5,36.4,18.9,38.9,26,57.9,4,
289,289,11/3/25,N,Seattle,WCC,Denver,H,"W, 84-73",103.4,103.6,77,109.1,52.5,15.6,26.3,55.9,94.8,44.6,23.4,27.8,50,49.7,6,
290,290,11/8/25,N,William & Mary,CAA,Norfolk St.,A,"W, 81-78",103.4,106.3,77.1,105.3,53.8,22.1,30.3,64.2,101.4,52.6,24.7,32.6,53.4,42,-,
291,291,11/4/25,N,Kansas St.,B12,UNC Greensboro,H,"W, 93-64",103.2,95,80,116.3,61.2,20,34.4,29.9,80,42.6,22.5,24.4,32.8,72.1,2,
292,292,11/3/25,N,USC,B10,Cal Poly,H,"W, 94-64",102.9,84.5,82.8,113.5,53.2,16.9,36.1,63.5,77.2,39.6,26.6,35.4,16.7,90.5,9,
293,293,11/7/25,N,Detroit Mercy,Horz,Notre Dame,A,"L, 102-70",102.9,119.3,76.1,92,48.5,17.1,19.5,14.9,134,62.3,9.2,30.6,31.9,15.4,-12,
294,294,11/7/25,N,Pittsburgh,ACC,Longwood,H,"W, 78-60",102.9,91.5,70.1,111.2,54,20,32.4,70,85.5,34.8,10,24.5,20.3,79.5,4,
295,295,11/7/25,N,Cal Baptist,WAC,UC Irvine,A,"W, 69-61",102.7,86,71.5,96.5,44.7,23.8,47.5,22.7,85.3,38.7,14,23.4,37.1,88.4,3,
296,296,11/8/25,N,La Salle,A10,Monmouth,H,"W, 73-60",102.7,96.7,66.2,110.3,41.9,18.1,45.5,45.2,90.7,47.1,24.2,32.4,32.7,66.4,3,
297,297,11/3/25,N,North Carolina Centr,MEAC,N.C. State,A,"L, 114-66",102.5,132.8,72.8,90.7,49,24.7,21.2,58.3,156.6,72.7,12.4,45.2,46.9,4.9,-21,
298,298,11/3/25,N,Nebraska,B10,West Georgia,H,"W, 86-53",102.5,94.9,70.5,121.9,54.7,12.8,37.5,39.1,75.2,32.3,17,26.1,20,71,4,
299,299,11/7/25,N,Purdue Fort Wayne,Horz,Ohio St.,A,"L, 94-68",102.4,109.8,72.6,93.6,48.3,17.9,19.4,28.8,129.4,82.4,26.2,28.6,25.5,31,-13,
300,300,11/6/25,N,UC Riverside,BW,North Dakota,A,"W, 74-70",102.3,105.1,70.6,104.8,60.5,26.9,17.4,62.8,99.1,49.2,14.2,24.4,40.7,42.2,5,
301,301,11/6/25,N,Drake,MVC,Robert Morris,H,"L, 81-79",102,113.2,66.2,106,41.5,10.7,30.4,49.2,108.7,53.7,22.8,38.9,11.8,23.1,-3,
302,302,11/3/25,N,Western Kentucky,CUSA,Tennessee Tech,H,"W, 82-70",102,98.3,76.2,107.7,43.5,14.4,33.3,56.5,91.9,52.5,24.9,25.6,19.7,60.5,9,
303,303,11/3/25,N,Washington St.,WCC,Idaho,H,"L, 83-81",101.9,118.4,71.6,113.1,49.1,7,17.6,59.6,115.9,59.5,15.4,21.2,32.8,15,-9,
304,304,11/3/25,N,North Dakota St.,Sum,Oregon St.,A,"L, 67-65",101.9,97.8,65.8,98.8,43.9,10.6,28.2,16.7,101.8,53.3,18.2,16.7,57.8,61.4,-1,
305,305,11/4/25,N,Wichita St.,Amer,UNC Asheville,H,"W, 75-58",101.9,91.6,67.7,110.9,48.5,20.7,51.2,22.1,85.7,44.6,23.7,30.6,23.2,77.3,3,
306,306,11/5/25,N,North Alabama,ASun,Mississippi St.,A,"L, 86-62",101.7,102.4,71.5,86.7,42.3,18.2,24.4,18.5,120.2,49.3,9.8,43.2,33.8,48.2,-4,
307,307,11/7/25,N,South Carolina St.,MEAC,Samford,A,"L, 82-72",101.6,110,72.1,99.9,50,18,18.8,31.6,113.8,54.7,13.9,26.5,69.8,28.6,-1,
308,308,11/3/25,N,Southeastern Louisia,Slnd,Mississippi,A,"L, 88-58",101.6,114.4,66.6,87.1,40.6,19.5,25.6,47.2,132.2,58.3,15,44.4,55.6,20.4,-8,
309,309,11/7/25,N,North Carolina Centr,MEAC,Virginia,A,"L, 81-62",101.5,118.3,62.7,98.8,36.7,14.3,36.4,36.7,129.1,57.4,19.1,52.6,31.1,14.6,-18,
310,310,11/6/25,N,IU Indy,Horz,LIU,H,"L, 94-90",101.4,111.5,86.5,104,48.7,16.2,31.1,23.1,108.7,62.9,26.6,39.4,33.3,25.2,1,
311,311,11/8/25,N,Saint Joseph's,A10,Drexel,H,"W, 76-65",101.3,103.5,71.5,106.4,43.1,14,29.7,51.7,91,40.6,16.8,36.4,20.3,44,0,
312,312,11/3/25,N,Penn St.,B10,Fairfield,H,"W, 76-68",101.3,110.9,69.1,110,53.5,10.1,21.2,43.9,98.4,42.9,10.1,27.3,12.9,26.1,-2,
313,313,11/8/25,N,Drexel,CAA,Saint Joseph's,A,"L, 76-65",101,100.2,71.5,91,40.6,16.8,36.4,20.3,106.4,43.1,14,29.7,51.7,52.2,0,
314,314,11/6/25,N,Wright St.,Horz,California,A,"L, 77-67",101,104,69.6,96.2,44.5,11.5,25,28.1,110.6,46.4,14.4,29.4,56.4,41.7,-6,
315,315,11/6/25,N,LIU,NEC,IU Indy,A,"W, 94-90",100.9,113.7,86.5,108.7,62.9,26.6,39.4,33.3,104,48.7,16.2,31.1,23.1,20.2,-1,
316,316,11/7/25,N,Seton Hall,BE,Wagner,H,"W, 68-61",100.9,104.8,64.5,105.3,45.9,17,50,39.3,94.5,57.1,31,31,24.5,39.5,3,
317,317,11/3/25,N,Boston University,Pat,Northeastern,A,"W, 76-75",100.8,103.9,66.2,102.1,50,21.5,31.4,33.3,100.8,47.5,17.5,29.7,43.3,41.3,-2,
318,318,11/3/25,N,Jacksonville,ASun,Miami FL,A,"L, 86-69",100.8,103.6,73.6,93.7,53.4,19,15.6,24.1,116.8,58.2,20.4,34.8,75.5,42.3,-8,
319,319,11/3/25,N,Morgan St.,MEAC,Georgetown,A,"L, 87-70",100.8,105.9,75.5,92.8,45.7,21.2,29.7,41.4,115.3,46.2,9.3,35,60,36.4,-8,
320,320,11/3/25,N,Denver,Sum,Seattle,A,"L, 84-73",100.7,108.8,77,94.8,44.6,23.4,27.8,50,109.1,52.5,15.6,26.3,55.9,29,-6,
321,321,11/6/25,N,Ohio,MAC,Illinois St.,H,"W, 72-68",100.7,92.1,70,102.8,51.8,11.4,15.6,49.1,97.1,50,15.7,23.1,17.7,73.5,2,
322,322,11/3/25,N,Quinnipiac,MAAC,St. John's,A,"L, 108-74",100.7,110.7,83.6,88.5,45.5,26.3,32.6,28.4,129.2,62.3,16.7,43.2,49.3,25.1,-17,
323,323,11/7/25,N,VCU,A10,Utah St.,N,"L, 80-77",100.6,99.9,76.3,100.9,50.8,24.9,37.8,46.7,104.8,53.4,23.6,38.9,44.8,52.2,-8,
324,324,11/3/25,N,Air Force,MWC,Belmont,A,"L, 79-63",100.5,109.1,66.6,94.6,59.6,34.5,34.8,19.1,118.7,52.7,12,25.8,45.5,28,-4,
325,325,11/3/25,N,Furman,SC,High Point,N,"L, 97-71",100.5,124.5,73.1,97.2,50,30.1,44.1,33.3,132.7,64.5,8.2,25.7,21.7,7.8,-13,
326,326,11/8/25,N,Lafayette,Pat,Texas,A,"L, 97-60",100.4,122.8,68.9,87.1,44.5,21.8,27,30.9,140.7,59.5,13.1,51.6,46,8.9,-15,
327,327,11/7/25,N,Western Illinois,OVC,Iowa,A,"L, 77-58",100.3,106.6,63,92,45.7,22.2,21.4,38.3,122.2,62,11.1,14.8,40,33.2,-9,
328,328,11/3/25,N,Youngstown St.,Horz,Pittsburgh,A,"L, 74-59",100.3,101.5,65.5,90,48.2,18.3,21.6,16.1,112.9,49.1,27.5,51.5,50.9,46.5,-2,
329,329,11/6/25,N,Boston College,ACC,The Citadel,H,"W, 76-47",100.2,84.3,65.9,115.3,47.6,6.1,33.3,45.2,71.3,34.9,18.2,19.5,37.7,88,9,
330,330,11/3/25,N,Louisiana,SB,Ball St.,A,"L, 75-64",100.1,112.8,64.3,99.6,50,18.7,25.7,15.3,116.7,60.9,17.1,28.6,60.9,20.2,-2,
331,331,11/7/25,N,SIU Edwardsville,OVC,UTSA,A,"W, 77-60",100.1,87.6,72.7,106,53.4,19.3,33.3,44.8,82.6,33.1,12.4,31.5,29.6,82.2,3,
332,332,11/7/25,N,Louisiana,SB,Southeastern Louisia,H,"W, 58-52",100.1,90.4,58.2,99.6,58,20.6,16,27.3,89.3,37.8,18.9,30.8,68.9,76.4,9,
333,333,11/8/25,N,Montana,BSky,Stanford,A,"L, 91-68",99.8,114.8,74.6,91.2,51,26.8,17.9,33.3,122,51.9,6.7,34,19,16.6,-9,
334,334,11/7/25,N,Rhode Island,A10,Tulsa,N,"L, 82-65",99.8,119.5,65.2,99.7,52.1,24.5,32.1,39.6,125.7,62,21.5,44.8,44.4,11.1,-8,
335,335,11/3/25,N,George Mason,A10,Wofford,H,"W, 70-46",99.8,80.1,65.1,107.5,52.7,18.4,26.7,29.1,70.7,36,24.6,25.6,32,92.6,7,
336,336,11/5/25,N,Delaware St.,MEAC,Temple,A,"L, 83-65",99.7,117.1,66.3,98,50.9,24.1,27.6,24.1,125.2,61.4,9,29,38.6,13.6,-8,
337,337,11/7/25,N,San Diego,WCC,Idaho St.,H,"L, 71-68",99.7,124.9,63.3,107.4,49.2,15.8,34.3,23.7,112.1,51.8,15.8,40.6,33.3,6.9,-7,
338,338,11/3/25,N,LIU,NEC,Notre Dame,A,"L, 89-67",99.7,116.3,71,94.4,43.6,21.1,33.3,56.4,125.4,61.8,26.8,50,54.5,14.6,-14,
339,339,11/3/25,N,Xavier,BE,Marist,H,"W, 66-62",99.7,96.4,67.5,97.7,40.6,16.3,30.8,60.4,91.8,51.1,26.7,24,56.8,59.6,4,
340,340,11/8/25,N,Austin Peay,ASun,Air Force,A,"W, 74-54",99.6,82.8,71.6,103.4,54.8,23.7,27.8,55.8,75.4,44.2,30.7,37.5,46.2,89.3,-,
341,341,11/7/25,N,Wagner,NEC,Seton Hall,A,"L, 68-61",99.5,100.8,64.5,94.5,57.1,31,31,24.5,105.3,45.9,17,50,39.3,46.3,-3,
342,342,11/8/25,N,Northern Kentucky,Horz,Tennessee,A,"L, 95-56",99.4,118,69.6,80.5,44,21.6,24.4,22.4,136.5,61.5,17.2,51.6,29.2,12.2,-15,
343,343,11/8/25,N,Houston,B12,Towson,H,"W, 65-48",99.4,76.6,65,100,48.4,18.5,31.6,11.3,73.9,41.8,27.7,28.1,28.6,95.2,8,
344,344,11/3/25,N,Bryant,AE,Siena,A,"L, 82-66",99.3,119.5,66.6,99.1,51.8,30,43.8,21.4,123.1,50,10.5,47.4,29.9,10.7,-10,
345,345,11/3/25,N,Coppin St.,MEAC,Maryland,N,"L, 83-61",99.3,114.3,68.2,89.4,50,29.3,25.8,32.7,121.6,54.5,17.6,34.4,45.5,16.5,-11,
346,346,11/3/25,N,Mercer,SC,Tennessee,A,"L, 76-61",99.3,98.8,70,87.1,34.3,7.1,25.5,31.3,108.5,54.9,27.1,45.7,24.6,51.4,-10,
347,347,11/4/25,N,North Carolina A&T,CAA,South Carolina,A,"L, 91-72",99.3,116.3,75.7,95.1,46.7,15.8,18.9,36.7,120.2,60.3,17.2,29.4,33.3,14,-12,
348,348,11/3/25,N,Nebraska Omaha,Sum,Murray St.,N,"L, 85-77",99.2,106,79.1,97.3,50,21.5,27.8,28.1,107.4,46.6,17.7,28.6,55.9,32,-5,
349,349,11/3/25,N,Boston College,ACC,Florida Atlantic,A,"L, 83-78",99.1,103.2,71.2,97.3,49.3,17.5,32.6,35.8,103.6,52.2,15,19.1,37.3,38.8,-2,
350,350,11/3/25,N,Northwestern St.,Slnd,Texas A&M,A,"L, 98-68",99.1,114.8,75.5,90.1,45.7,21.2,27,36.2,129.9,57,15.9,43.6,32.4,15.6,-16,
351,351,11/4/25,N,Oklahoma St.,B12,Oral Roberts,H,"W, 95-71",99,95.2,85.3,111.3,50,17.6,36.6,41.7,83.2,40.6,18.7,22.9,31.9,61.1,7,
352,352,11/8/25,N,New Mexico,MWC,UT Arlington,H,"W, 74-56",99,81.5,72.1,102.6,45.6,16.6,27.3,47.4,77.7,38.2,31.9,40,47.1,90.3,10,
353,353,11/8/25,N,Milwaukee,Horz,Wofford,A,"L, 86-76",98.9,123.1,74.1,102.5,48.4,9.4,17.9,30.2,116,48.4,17.5,38.9,47.6,7.5,-12,
354,354,11/3/25,N,Oregon St.,WCC,North Dakota St.,H,"W, 67-65",98.8,104.1,65.8,101.8,53.3,18.2,16.7,57.8,98.8,43.9,10.6,28.2,16.7,35.4,1,
355,355,11/6/25,N,Xavier,BE,Le Moyne,H,"W, 74-69",98.7,104.5,68.7,107.8,53.4,16,26.3,27.1,100.5,60.8,26.2,19.2,23.5,34.1,4,
356,356,11/6/25,N,Merrimack,MAAC,Auburn,A,"L, 95-57",98.7,120.4,67.5,84.5,35.7,16.3,22.7,42.9,140.8,54.8,11.9,60,59.7,9.3,-14,
357,357,11/8/25,N,San Francisco,WCC,Memphis,A,"L, 76-70",98.6,99.3,74.1,94.5,49.1,20.2,27.3,45.5,102.5,47,18.9,40.5,39.4,48,-9,
358,358,11/8/25,N,Cal St. Fullerton,BW,Wyoming,A,"L, 92-82",98.4,108.8,84,97.6,46.4,20.2,18.4,78.2,109.5,53.8,13.1,25,56.9,23.8,-,
359,359,11/6/25,N,Quinnipiac,MAAC,Central Connecticut,H,"W, 71-49",98.1,83,69,102.9,46.5,7.2,26.3,9.9,71,30.8,13,27.9,21.5,87.2,9,
360,360,11/3/25,N,Howard,MEAC,Missouri,H,"L, 88-67",98,111,71.8,93.3,45.2,18.1,24.4,25.8,122.6,63.9,22.3,47.1,34.4,19.2,-13,
361,361,11/5/25,N,Tarleton St.,WAC,LSU,A,"L, 96-60",97.9,124.4,68.2,88,37.9,13.2,27.3,29,140.8,78.7,22,43.8,61.7,5.9,-14,
362,362,11/6/25,N,SMU,ACC,Texas A&M Corpus Chr,H,"W, 69-58",97.9,93.9,68.9,100.1,39,13.1,31,47.5,84.1,34.8,16,30.8,27.3,62,2,
363,363,11/3/25,N,Marshall,SB,Massachusetts,A,"W, 78-72",97.7,89.1,81.6,95.6,57.1,31.9,35.7,33.9,88.3,46.4,24.5,25,65.5,74.2,5,
364,364,11/7/25,N,Gardner Webb,BSth,Clemson,A,"L, 97-59",97.6,126.4,69.9,84.4,44.7,22.9,17.6,55.3,138.7,54.5,4.3,46.3,26,4.8,-18,
365,365,11/6/25,N,Illinois St.,MVC,Ohio,A,"L, 72-68",97.6,99.5,70,97.1,50,15.7,23.1,17.7,102.8,51.8,11.4,15.6,49.1,44.6,-2,
366,366,11/3/25,N,Purdue Fort Wayne,Horz,Grand Canyon,A,"L, 90-71",97.6,114.8,75.1,94.5,48.4,17.3,15.8,15.6,119.8,65.8,20,25,35.1,13.4,-15,
367,367,11/3/25,N,Appalachian St.,SB,Central Michigan,A,"L, 82-66",97.4,132.8,64.9,101.7,44.1,13.9,36.2,49.2,126.3,58.6,18.5,44.8,29.3,2.8,-12,
368,368,11/4/25,N,West Virginia,B12,Mount St. Mary's,H,"W, 70-54",97.4,88.6,67.3,104,49,13.4,16.7,72.9,80.2,44.6,29.7,25.8,41.3,74.8,5,
369,369,11/7/25,N,Northeastern,CAA,Colgate,A,"W, 68-65",97.4,99.5,67.2,101.1,42.4,10.4,27.5,42.4,96.7,44.1,16.4,29.4,27.1,43.9,-1,
370,370,11/7/25,N,Siena,MAAC,Brown,A,"W, 62-46",97.4,72.3,66.6,93.1,41.2,21,38.5,38.6,69.1,32.8,24,28.6,17.2,96.9,10,
371,371,11/3/25,N,Delaware,CUSA,Bucknell,A,"L, 78-70",97.3,115.6,71.1,98.5,46.1,16.9,28.6,28.1,109.7,53.2,18.3,35.3,22.6,12.1,-6,
372,372,11/8/25,N,Niagara,MAAC,Binghamton,A,"W, 67-59",97.3,102.2,63.8,105,46.6,12.5,28.2,28.8,92.5,40.2,14.1,29.7,35.7,36.1,0,
373,373,11/3/25,N,Lehigh,Pat,Houston,A,"L, 75-57",97.1,99.9,68.2,83.6,41.2,22,24.3,45.1,110,48.4,19.1,41.7,32.8,41.9,-14,
374,374,11/3/25,N,Marist,MAAC,Xavier,A,"L, 66-62",97.1,95.2,67.5,91.8,51.1,26.7,24,56.8,97.7,40.6,16.3,30.8,60.4,55.7,-4,
375,375,11/3/25,N,Charleston Southern,BSth,Virginia Tech,A,"L, 98-67",97,109.6,78,85.9,40.1,19.2,29.4,21.1,125.7,52,9,40.9,35.5,19.6,-8,
376,376,11/8/25,N,Norfolk St.,MEAC,William & Mary,H,"L, 81-78",97,105.6,77.1,101.4,52.6,24.7,32.6,53.4,105.3,53.8,22.1,30.3,64.2,27.4,-,
377,377,11/7/25,N,Navy,Pat,Yale,H,"L, 97-68",97,119.3,75.6,89.9,47,25.1,19.4,56,128.3,59.1,13.2,34.3,34.8,8.5,-9,
378,378,11/3/25,N,Northeastern,CAA,Boston University,H,"L, 76-75",96.9,105.6,66.2,100.8,47.5,17.5,29.7,43.3,102.1,50,21.5,31.4,33.3,27.3,2,
379,379,11/3/25,N,Bradley,MVC,St. Bonaventure,N,"L, 69-63",96.8,104.5,66.1,95.3,48.2,13.6,14.7,23.2,104.3,46.7,19.7,38.5,28.3,29.3,-4,
380,380,11/3/25,N,Green Bay,Horz,Kansas,A,"L, 94-51",96.7,126,64.5,79.1,35.7,12.4,16.7,32.1,145.8,65.5,4.7,32.1,41.4,4.5,-18,
381,381,11/7/25,N,Washington St.,WCC,Davidson,A,"L, 85-69",96.7,123.2,70,98.6,45.5,22.9,33.3,41.8,121.5,69.4,21.4,18.2,42.9,5.8,-15,
382,382,11/7/25,N,Oregon,B10,Rice,H,"W, 67-63",96.6,95.5,66.6,100.5,39.4,18,42.1,73.1,94.5,44.4,21,34.1,17.7,53.3,0,
383,383,11/8/25,N,Princeton,Ivy,Akron,A,"L, 104-69",96.5,121.1,77.2,89.3,43.1,19.4,25.5,30.8,134.7,61.3,9.1,30.6,29.6,6.8,-15,
384,384,11/7/25,N,Troy,SB,Furman,A,"W, 64-61",96.4,84.7,68.4,93.5,49.1,20.5,23.5,23.2,89.1,47.3,24.8,28.6,21.4,81.6,7,
385,385,11/3/25,N,Rider,MAAC,Virginia,A,"L, 87-53",96.3,114.6,64,82.9,35.7,21.9,32.5,59.2,136,53.1,9.4,53.7,53.1,11.9,-11,
386,386,11/6/25,N,Bethune Cookman,SWAC,Miami FL,A,"L, 101-61",96.2,119.9,72.2,84.4,36.4,16.6,30.6,28.8,139.8,65.2,8.3,33.3,33.3,7.3,-14,
387,387,11/7/25,N,Georgia Tech,ACC,Bryant,H,"W, 74-45",96.2,67.5,74.2,99.8,54,17.5,20,15.9,60.7,28.3,21.6,20,26.7,98.3,15,
388,388,11/3/25,N,Merrimack,MAAC,South Dakota St.,N,"L, 75-66",96.2,104.1,70.1,94.2,39.3,15.7,23.1,48.2,107,48.2,20,38.9,45.6,28.8,-2,
389,389,11/4/25,N,UNLV,MWC,Tennessee Martin,H,"L, 86-81",96.2,115.1,80.2,101,53,27.4,31.2,74,107.2,53.6,17.5,27.5,87.3,11.3,1,
390,390,11/3/25,N,Eastern Michigan,MAC,Georgia St.,H,"W, 71-49",96.1,82.6,68.5,103.7,44.5,19,46.8,15.1,71.6,35.3,24.8,29.5,20.7,85,7,
391,391,11/5/25,N,New Mexico,MWC,East Texas A&M,H,"W, 76-54",95.9,76.5,77.1,98.6,49.2,19.5,30,36.5,70.1,37.9,27.2,26.2,17.7,93.1,15,
392,392,11/3/25,N,Detroit Mercy,Horz,Illinois Chicago,A,"L, 91-71",95.8,109.7,79.3,89.5,36.4,18.9,38.9,26,114.8,54.5,20.2,32.4,64.3,17.4,-4,
393,393,11/7/25,N,Georgia St.,SB,Cincinnati,A,"L, 74-64",95.8,92.2,75.5,84.8,42.1,22.5,23.5,31.6,98.1,46,21.2,34.1,41.9,61,-6,
394,394,11/7/25,N,Wake Forest,ACC,Morehead St.,H,"W, 81-65",95.7,89.1,79.7,101.7,45,23.9,50,42.9,81.6,40.5,23.9,26.8,27,69.5,8,
395,395,11/3/25,N,Bellarmine,ASun,Georgia,A,"L, 104-59",95.6,116,76.4,77.2,47.4,28.8,17.1,10.5,136.1,60.7,7.9,28.1,30,9.8,-13,
396,396,11/4/25,N,San Diego St.,MWC,Long Beach St.,H,"W, 77-45",95.6,76.5,71.2,108.1,52.5,21.1,34.3,31.7,63.2,36.4,29.5,31.6,8.5,92.8,9,
397,397,11/3/25,N,Towson,CAA,Loyola MD,N,"W, 67-56",95.5,93.3,65.2,102.7,46.5,15.3,34.3,31.6,85.9,38,16.9,17.6,50,56.8,3,
398,398,11/7/25,N,Colgate,Pat,Northeastern,H,"L, 68-65",95.5,104.3,67.2,96.7,44.1,16.4,29.4,27.1,101.1,42.4,10.4,27.5,42.4,26.5,1,
399,399,11/6/25,N,North Florida,ASun,Florida,A,"L, 104-64",95.4,110.7,79.9,80.1,36.9,20,16.7,36.1,130.2,53.1,17.5,63,34.6,15.3,-17,
400,400,11/3/25,N,Southeast Missouri S,OVC,Saint Louis,A,"L, 92-67",95.4,107,77.2,86.8,39.5,11.7,14.9,41.9,119.2,56,19.4,38.9,31.3,21.2,-8,
401,401,11/7/25,N,Longwood,BSth,Pittsburgh,A,"L, 78-60",95.3,100.1,70.1,85.5,34.8,10,24.5,20.3,111.2,54,20,32.4,70,36,-4,
402,402,11/4/25,N,UNC Greensboro,SC,Kansas St.,A,"L, 93-64",95.1,102.4,80,80,42.6,22.5,24.4,32.8,116.3,61.2,20,34.4,29.9,29.9,-2,
403,403,11/6/25,N,Portland,WCC,Arkansas Pine Bluff,H,"W, 83-74",95,97.7,82.5,100.6,49.2,23,22.9,54.2,89.7,43.9,23,23.7,47.4,42.1,10,
