Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
#,Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-,Unnamed: 24_level_1
117,117,11/3/25,N,New Orleans,Slnd,TCU,A,"W, 78-74",117,87.3,75.2,103.7,55.3,25.3,42.9,33.3,98.4,41,13.3,30.8,38.8,96.6,12,
118,118,11/3/25,N,Baylor,B12,UT Rio Grande Valley,H,"W, 96-81",116.9,110.4,77.7,123.5,57.7,14.2,33.3,49.2,104.2,58.2,15.4,6.2,18,65.9,5,
119,119,11/3/25,N,Colorado,B12,Montana St.,H,"W, 84-78",116.8,119.6,68.8,122.1,54.8,13.1,35.5,75,113.4,58,16,21.4,30.4,43.1,1,
120,120,11/7/25,N,Purdue,B10,Oakland,H,"W, 87-77",116.8,111.8,69.9,124.4,56.6,7.2,28.9,22.1,110.1,50,12.9,31.6,17.6,62.2,3,
121,121,11/3/25,N,Arkansas St.,SB,Ohio,A,"W, 89-85",116.6,111.1,75.4,118.1,57.1,23.9,41.9,50,112.8,55.6,13.3,20,34.9,63.6,-2,
122,122,11/7/25,N,Duquesne,A10,Sacred Heart,H,"W, 92-80",116.6,109.3,74.2,124,50,9.4,37.8,59.1,107.8,43.8,14.8,34.9,82.1,67.7,6,
123,123,11/6/25,N,Florida,SEC,North Florida,H,"W, 104-64",116.2,93.7,79.9,130.2,53.1,17.5,63,34.6,80.1,36.9,20,16.7,36.1,92.2,17,
124,124,11/3/25,N,Oakland,Horz,Michigan,A,"L, 121-78",116.1,131.1,77.7,100.5,50.8,14.2,12.8,23.4,155.8,77.9,10.3,26.1,18.6,19.7,-22,
125,125,11/5/25,N,Southern,SWAC,Marquette,A,"L, 100-82",115.9,116.5,78.7,103.6,47.7,16.4,27.5,45.3,126.4,60,11.4,26.3,28.6,48.7,-8,
126,126,11/7/25,N,Murray St.,MVC,Mississippi Valley S,H,"W, 108-60",115.8,104.7,77.4,139.5,57.6,6.5,41.3,31.6,77.5,35,29.7,35.7,35,76.1,14,
127,127,11/3/25,N,Southern Miss,SB,Buffalo,A,"L, 85-79",115.8,132.7,65.8,120.1,60,21.3,29.2,40,129.2,56.6,12.2,37.1,67.9,17.3,3,
128,128,11/8/25,N,Canisius,MAAC,St. Bonaventure,A,"L, 89-70",115.5,135.3,63.8,109.7,56.9,17.2,24.1,33.3,139.5,55.1,12.5,57.1,26.5,13.9,-9,
129,129,11/3/25,N,Tarleton St.,WAC,SMU,A,"L, 96-76",115.5,117.9,72.8,104.4,46.1,20.6,30.3,68.6,131.9,63,15.1,28.6,84,44.1,-6,
130,130,11/3/25,N,Saint Joseph's,A10,Lafayette,H,"W, 85-76",115.4,115.1,70.7,120.2,50,9.9,40,33.3,107.5,50,12.7,30.8,35.9,50.7,6,
131,131,11/3/25,N,Virginia Tech,ACC,Charleston Southern,H,"W, 98-67",115.3,100,78,125.7,52,9,40.9,35.5,85.9,40.1,19.2,29.4,21.1,83.7,8,
132,132,11/3/25,N,DePaul,BE,Chicago St.,H,"W, 92-62",115.3,90.4,72.8,126.4,56.7,17.9,41,58.3,85.2,41.1,22,28.9,41.1,94.2,17,
133,133,11/5/25,N,Temple,Amer,Delaware St.,H,"W, 83-65",115.2,109.9,66.3,125.2,61.4,9,29,38.6,98,50.9,24.1,27.6,24.1,63.3,8,
134,134,11/7/25,N,UCLA,B10,Pepperdine,H,"W, 74-63",115.2,105.6,62.8,117.9,52.9,15.9,40.6,50,100.4,41,19.1,41.7,21.3,72.9,9,
135,135,11/3/25,N,Cal Baptist,WAC,USC Upstate,H,"W, 87-75",115.2,114.5,70.9,122.8,58.6,9.9,37.1,32.8,105.8,50.9,19.8,24.2,53.7,51.8,8,
136,136,11/6/25,N,Northern Iowa,MVC,Cal St. Northridge,H,"W, 86-57",115.1,84.9,71.8,119.7,61.9,13.9,18.2,15.9,79.3,38.5,27.8,28.9,44.2,97.1,13,
137,137,11/8/25,N,Wofford,SC,Milwaukee,H,"W, 86-76",115.1,101.2,74.1,116,48.4,17.5,38.9,47.6,102.5,48.4,9.4,17.9,30.2,81.5,12,
138,138,11/3/25,N,UT Rio Grande Valley,Slnd,Baylor,A,"L, 96-81",115.1,109,77.7,104.2,58.2,15.4,6.2,18,123.5,57.7,14.2,33.3,49.2,65.3,-5,
139,139,11/8/25,N,Saint Peter's,MAAC,Fairleigh Dickinson,H,"W, 93-83",115,125,74.2,125.4,58.1,14.8,32.4,43.5,111.9,63.2,24.3,33.3,35.1,27.7,7,
140,140,11/6/25,N,Robert Morris,Horz,Drake,A,"W, 81-79",114.8,106.1,66.2,108.7,53.7,22.8,38.9,11.8,106,41.5,10.7,30.4,49.2,71.2,3,
141,141,11/8/25,N,UMBC,AE,Dayton,A,"L, 77-71",114.8,110.8,66.1,107.5,54.3,22.7,34.4,17.2,116.5,56.9,13.6,23.1,47.1,59.9,-4,
142,142,11/7/25,N,Georgetown,BE,Maryland,A,"W, 70-60",114.6,79.3,69.2,101.2,44.3,15.9,28.2,58.5,86.8,28.8,18.8,28.6,71.2,98.6,10,
143,143,11/8/25,N,Stanford,ACC,Montana,H,"W, 91-68",114.6,96.5,74.6,122,51.9,6.7,34,19,91.2,51,26.8,17.9,33.3,87.8,9,
144,144,11/3/25,N,Navy,Pat,Presbyterian,A,"W, 76-55",114.6,87.8,64.4,118,54.5,12.4,32.3,43.6,85.4,41.8,23.3,29.4,44.9,95.5,12,
145,145,11/3/25,N,Utah,B12,San Jose St.,H,"W, 84-75",114.5,109.1,70.3,119.5,58.1,15.7,36.1,30.6,106.7,50.8,15.7,32.5,27.7,63.4,4,
146,146,11/8/25,N,Duke,ACC,Western Carolina,H,"W, 95-54",114.5,80.2,76.5,124.3,54.7,13.1,32.5,51.6,70.6,33.3,18.3,28.3,15.3,98.4,19,
147,147,11/8/25,N,UNC Greensboro,SC,Elon,H,"L, 92-90",114.4,129.1,66.3,120.7,58.7,14.8,30.8,42.9,123.4,47.3,5.4,40.4,40,20.1,-,
148,148,11/3/25,N,Saint Louis,A10,Southeast Missouri S,H,"W, 92-67",114.3,93.8,77.2,119.2,56,19.4,38.9,31.3,86.8,39.5,11.7,14.9,41.9,90.6,8,
149,149,11/3/25,N,Ohio,MAC,Arkansas St.,H,"L, 89-85",114,118,75.4,112.8,55.6,13.3,20,34.9,118.1,57.1,23.9,41.9,50,40.2,2,
150,150,11/3/25,N,Georgia,SEC,Bellarmine,H,"W, 104-59",114,88.8,76.4,136.1,60.7,7.9,28.1,30,77.2,47.4,28.8,17.1,10.5,94.7,13,
151,151,11/3/25,N,Lafayette,Pat,Saint Joseph's,A,"L, 85-76",114,118,70.7,107.5,50,12.7,30.8,35.9,120.2,50,9.9,40,33.3,40.1,-6,
152,152,11/3/25,N,Alabama,SEC,North Dakota,H,"W, 91-62",113.9,94.4,74,123.1,60.3,20.3,36.7,46.6,83.8,42.7,13.5,16.7,27.4,89.7,15,
153,153,11/3/25,N,Eastern Washington,BSky,UCLA,A,"L, 80-74",113.8,101.3,70.7,104.7,60.2,22.6,20.7,25.9,113.2,52.9,11.3,33.3,14.3,79.3,-7,
154,154,11/7/25,N,Iona,MAAC,Hofstra,H,"W, 81-73",113.8,97.4,74.7,108.5,52.5,20.1,30.6,45,97.7,50,20.1,36.8,28.6,85.7,15,
155,155,11/7/25,N,Missouri,SEC,Southeast Missouri S,H,"W, 89-84",113.7,112.5,77.3,115.1,64.8,24.6,31,57.4,108.6,53.2,20.7,38.2,33.3,52.9,2,
156,156,11/3/25,N,South Florida,Amer,Florida A&M,H,"W, 102-67",113.4,97.6,80.2,127.2,54.8,18.7,48.6,64.5,83.6,41.5,26.2,27.5,44.1,84.8,10,
157,157,11/3/25,N,Samford,SC,Tulane,A,"L, 85-72",113.4,122.7,65.1,110.6,50.8,16.9,36.6,27.9,130.5,68.9,12.3,8.7,24.5,28.6,-5,
158,158,11/3/25,N,San Jose St.,MWC,Utah,A,"L, 84-75",113.4,111.1,70.3,106.7,50.8,15.7,32.5,27.7,119.5,58.1,15.7,36.1,30.6,55.9,-4,
159,159,11/3/25,N,Colgate,Pat,Michigan St.,A,"L, 80-69",113.2,104.5,69.2,99.7,57,18.8,9.7,10.5,115.6,46.7,14.4,46.3,61.7,71.3,-6,
160,160,11/3/25,N,Wagner,NEC,VCU,A,"L, 103-74",113.2,122.1,76.1,97.3,45.2,19.7,33.3,38.1,135.4,60.3,13.1,41,45.6,29.5,-8,
161,161,11/3/25,N,BYU,B12,Villanova,N,"W, 71-66",113.1,89,68,104.3,43.2,5.9,27.3,31.8,97,43.3,16.2,35.4,22.4,94,5,
162,162,11/3/25,N,Maryland,B10,Coppin St.,N,"W, 83-61",113.1,101.9,68.2,121.6,54.5,17.6,34.4,45.5,89.4,50,29.3,25.8,32.7,76.9,11,
163,163,11/6/25,N,Mercyhurst,NEC,Loyola Chicago,A,"W, 73-65",113.1,92,67.5,108.2,52.8,17.8,31,38.9,96.4,45.3,20.8,27,43.4,91.4,7,
164,164,11/6/25,N,Saint Louis,A10,Chicago St.,H,"W, 108-86",113,108.7,85.7,126.1,62.9,17.5,25,53.2,100.4,43.9,17.5,27.9,53,61.1,8,
165,165,11/4/25,N,Stanford,ACC,Portland St.,H,"W, 89-79",113,102.8,80.3,110.8,52.6,21.2,31.2,63.2,98.3,56.8,26.1,23.5,27.1,74.9,6,
166,166,11/8/25,N,Texas St.,SB,Tulane,A,"L, 79-71",113,107.6,66.7,106.4,50,16.5,32.4,21.7,118.4,52.1,16.5,18.5,63.8,63.6,6,
167,167,11/3/25,N,Kent St.,MAC,Troy,H,"L, 103-97",113,123.9,76.2,113.2,45.6,16.3,44,41.8,120.2,61.9,14,20.7,52.4,25.6,-9,
168,168,11/6/25,N,Washington,B10,Denver,H,"W, 84-70",112.9,108.9,70.4,119.3,56.2,12.8,33.3,23.1,99.4,50.8,18.5,25.7,19.7,60.3,8,
169,169,11/4/25,N,Georgia Southern,SB,East Carolina,A,"L, 92-89",112.9,113.2,80.4,110.7,53.8,17.4,35,45.5,114.5,50,16.2,43.9,62.1,49.2,-2,
170,170,11/3/25,N,Hofstra,CAA,UCF,A,"L, 82-78",112.7,105.1,72.8,107.2,46,16.5,35.1,38.7,112.7,53.6,22,47.1,64.3,69,-1,
171,171,11/8/25,N,Utah Valley,WAC,Boise St.,A,"L, 101-77",112.6,121,74.8,103,52.7,21.4,22.2,43.6,135.1,62.7,12,36.7,57.6,30.5,-,
172,172,11/3/25,N,Washington,B10,Arkansas Pine Bluff,H,"W, 94-50",112.5,83.8,73.2,128.4,57.4,19.1,51.5,54.1,68.3,31.3,21.9,30.8,17.9,96.7,16,
173,173,11/3/25,N,Auburn,SEC,Bethune Cookman,H,"W, 95-90",112.5,115.7,70.8,119.3,50,13.8,39.5,55.9,113,58.6,16.3,23.5,12.9,42,1,
174,174,11/7/25,N,Idaho St.,BSky,San Diego,A,"W, 71-68",112.5,98.6,63.3,112.1,51.8,15.8,40.6,33.3,107.4,49.2,15.8,34.3,23.7,82,7,
175,175,11/3/25,N,Miami FL,ACC,Jacksonville,H,"W, 86-69",112.5,101.6,73.6,116.8,58.2,20.4,34.8,75.5,93.7,53.4,19,15.6,24.1,76.4,8,
176,176,11/5/25,N,South Dakota,Sum,Creighton,A,"L, 92-76",112.3,110.9,72.9,104.2,45.3,17.8,45.7,18.9,126.1,55.4,17.8,54.3,14.9,53.6,-11,
177,177,11/3/25,N,Milwaukee,Horz,Hampton,H,"W, 90-86",112.2,110.3,79.5,113.1,47.9,11.3,41.2,60,108.1,48.4,22.6,37.2,54,54.8,6,
178,178,11/7/25,N,Green Bay,Horz,Buffalo,A,"L, 83-76",112.1,135.2,64.2,118.3,62.8,17.1,15.4,44.7,129.2,59.6,10.9,28.1,87.2,10.4,-3,
179,179,11/7/25,N,Sacred Heart,MAAC,Duquesne,A,"L, 92-80",112.1,117.3,74.2,107.8,43.8,14.8,34.9,82.1,124,50,9.4,37.8,59.1,37.1,-6,
180,180,11/7/25,N,Grand Canyon,MWC,Youngstown St.,H,"L, 90-81",111.9,126.7,72.3,112,50,18,44.4,33.3,124.4,58.9,12.4,25.8,53.6,19.4,-3,
181,181,11/3/25,N,Duquesne,A10,Niagara,H,"W, 83-63",111.8,96,71,116.9,66.4,23.9,26.9,23.6,88.7,43.8,22.5,19.4,56.2,85.2,16,
182,182,11/5/25,N,Mississippi St.,SEC,North Alabama,H,"W, 86-62",111.7,95.2,71.5,120.2,49.3,9.8,43.2,33.8,86.7,42.3,18.2,24.4,18.5,86.4,4,
183,183,11/3/25,N,UCF,B12,Hofstra,H,"W, 82-78",111.5,114.4,72.8,112.7,53.6,22,47.1,64.3,107.2,46,16.5,35.1,38.7,42.5,1,
184,184,11/3/25,N,Cincinnati,B12,Western Carolina,H,"W, 94-63",111.5,85.1,80,117.6,62.7,18.8,23.3,50.8,78.8,43,27.5,32.6,21.9,95.7,19,
185,185,11/4/25,N,South Carolina,SEC,North Carolina A&T,H,"W, 91-72",111.4,103.4,75.7,120.2,60.3,17.2,29.4,33.3,95.1,46.7,15.8,18.9,36.7,70.1,12,
186,186,11/8/25,N,Memphis,Amer,San Francisco,H,"W, 76-70",111.3,88.6,74.1,102.5,47,18.9,40.5,39.4,94.5,49.1,20.2,27.3,45.5,93.2,9,
187,187,11/5/25,N,La Salle,A10,Coppin St.,H,"W, 87-59",111.2,89.4,73.6,118.2,56.6,19,34.4,66,80.2,38.6,21.7,17.5,31.6,92.5,20,
188,188,11/3/25,N,Akron,MAC,James Madison,H,"W, 85-71",111.2,103.4,72,118.1,49.2,11.1,38.5,46,98.6,48.4,26.4,31.6,21.3,69.7,0,
189,189,11/3/25,N,Iowa St.,B12,Fairleigh Dickinson,H,"W, 88-50",111,82.7,70.7,124.5,61.2,12.7,26.5,13.4,70.7,38.5,25.5,20,32.7,96.7,19,
190,190,11/3/25,N,Rhode Island,A10,Stetson,H,"W, 93-62",111,98.3,73.9,125.8,58.7,18.9,48.4,38.1,83.9,45.5,27.1,27.5,40,80.2,13,
191,191,11/7/25,N,Iowa,B10,Western Illinois,H,"W, 77-58",111,102,63,122.2,62,11.1,14.8,40,92,45.7,22.2,21.4,38.3,72.6,9,
192,192,11/3/25,N,Toledo,MAC,South Alabama,H,"L, 76-74",110.8,132,63.7,116.1,60.9,17.3,19.4,16.4,119.3,61.2,15.7,35.5,22.4,11.8,-9,
193,193,11/8/25,N,UNC Asheville,BSth,Georgia Southern,A,"L, 93-90",110.7,114,80.5,111.9,58.3,22.4,31,40,115.6,50,11.2,28.6,60,41.6,1,
194,194,11/3/25,N,Wake Forest,ACC,American,H,"W, 88-74",110.6,104.5,75.5,116.6,53.1,14.6,33.3,36.9,98,50,23.8,25.7,31,65.6,9,
195,195,11/3/25,N,North Carolina,ACC,Central Arkansas,H,"W, 94-54",110.4,82.2,75.4,124.7,58.5,15.9,37.5,33.8,71.7,37.5,22.6,23.3,14.1,96.7,21,
196,196,11/3/25,N,California,ACC,Cal St. Bakersfield,H,"W, 87-60",110.3,88.2,73.1,119.1,58.5,19.2,40,42.4,82.1,38.7,23.3,30.6,56.6,92.9,11,
197,197,11/3/25,N,Syracuse,ACC,Binghamton,H,"W, 85-47",110.2,80,69,123.1,56.1,7.2,33.3,24.2,68.1,34.4,31.9,20.6,48.9,97.5,16,
198,198,11/7/25,N,Oregon St.,WCC,Illinois Chicago,H,"W, 76-73",110.1,107.4,68.9,110.3,54.9,30.5,53.6,49,105.9,50,20.3,30.3,38.2,57.1,3,
199,199,11/7/25,N,Chattanooga,SC,Saint Mary's,A,"L, 87-66",109.7,118.8,67.4,97.9,49,19.3,19.4,36.5,129.1,66.7,20.8,28.6,64.4,28.7,-11,
200,200,11/3/25,N,Incarnate Word,Slnd,Colorado St.,A,"L, 98-64",109.7,136.5,65.6,97.5,44.1,7.6,16.7,35.6,149.4,74,15.2,38.1,62.5,7.5,-13,
201,201,11/3/25,N,Clemson,ACC,New Hampshire,H,"W, 88-38",109.6,68.6,69.4,126.8,56.9,8.6,24.1,80.4,54.8,28.3,18.7,17.4,15,99.5,20,
202,202,11/4/25,N,Tennessee Martin,OVC,UNLV,A,"W, 86-81",109.6,97.1,80.2,107.2,53.6,17.5,27.5,87.3,101,53,27.4,31.2,74,80.1,-1,
203,203,11/8/25,N,Georgia Southern,SB,UNC Asheville,H,"W, 93-90",109.6,114.5,80.5,115.6,50,11.2,28.6,60,111.9,58.3,22.4,31,40,37.7,-1,
204,204,11/4/25,N,Alcorn St.,SWAC,Florida St.,A,"L, 108-76",109.5,130.8,75.8,100.2,58.8,27.7,29,52.9,142.4,65,10.5,36.8,35.7,11.4,-14,
205,205,11/3/25,N,Michigan St.,B10,Colgate,H,"W, 80-69",109.5,104.3,69.2,115.6,46.7,14.4,46.3,61.7,99.7,57,18.8,9.7,10.5,63.6,6,
206,206,11/7/25,N,Utah Tech,WAC,Arizona,A,"L, 93-67",109.4,111.1,71.2,94.2,43.6,19.7,28.9,49.1,130.7,62.7,16.9,40.6,31.7,45.8,-10,
207,207,11/5/25,N,UC Davis,BW,North Dakota St.,H,"W, 80-68",109.3,107.8,68.9,116.2,64.2,26.1,44,32.1,98.7,38.7,17.4,46.5,19.7,53.9,2,
208,208,11/3/25,N,UCLA,B10,Eastern Washington,H,"W, 80-74",109.2,102.6,70.7,113.2,52.9,11.3,33.3,14.3,104.7,60.2,22.6,20.7,25.9,67.2,7,
209,209,11/8/25,N,Fairleigh Dickinson,NEC,Saint Peter's,A,"L, 93-83",109.2,131.5,74.2,111.9,63.2,24.3,33.3,35.1,125.4,58.1,14.8,32.4,43.5,10.5,-7,
210,210,11/7/25,N,Pepperdine,WCC,UCLA,A,"L, 74-63",109.2,105.4,62.8,100.4,41,19.1,41.7,21.3,117.9,52.9,15.9,40.6,50,60,-9,
211,211,11/3/25,N,Belmont,MVC,Air Force,H,"W, 79-63",109.1,109.1,66.6,118.7,52.7,12,25.8,45.5,94.6,59.6,34.5,34.8,19.1,49.9,4,
212,212,11/5/25,N,Rutgers,B10,Rider,H,"W, 81-53",109.1,91.5,66.6,121.6,46.9,10.5,44.4,51.6,79.6,29.2,21,43.8,27.7,88.3,9,
213,213,11/8/25,N,Tulane,Amer,Texas St.,H,"W, 79-71",109.1,118,66.7,118.4,52.1,16.5,18.5,63.8,106.4,50,16.5,32.4,21.7,28.8,-6,
214,214,11/4/25,N,East Carolina,Amer,Georgia Southern,H,"W, 92-89",109,113.6,80.4,114.5,50,16.2,43.9,62.1,110.7,53.8,17.4,35,45.5,38.4,2,
215,215,11/3/25,N,Fairfield,MAAC,Penn St.,A,"L, 76-68",108.9,103.3,69.1,98.4,42.9,10.1,27.3,12.9,110,53.5,10.1,21.2,43.9,64.8,2,
216,216,11/4/25,N,Robert Morris,Horz,Iowa,A,"L, 101-69",108.9,129.1,68.7,100.5,59.4,33.5,44.8,45.8,147.1,69.1,16,45.5,93.6,12.4,-18,
217,217,11/7/25,N,Bucknell,Pat,Mount St. Mary's,A,"W, 73-62",108.8,100.1,65.4,111.6,50,6.1,23.1,39.7,94.8,43.1,22.9,33.3,49,72.3,4,
218,218,11/3/25,N,Indiana St.,MVC,Charlotte,A,"L, 92-76",108.8,129.9,69.1,110,53.5,14.5,22.9,36.8,133.1,55.4,11.6,52.9,46.2,11.6,-8,
219,219,11/3/25,N,Ball St.,MAC,Louisiana,H,"W, 75-64",108.7,105.7,64.3,116.7,60.9,17.1,28.6,60.9,99.6,50,18.7,25.7,15.3,57.9,2,
220,220,11/3/25,N,Northern Arizona,BSky,Drake,N,"L, 77-71",108.6,111.6,69.1,102.8,43.8,8.7,30.6,16.4,111.5,50.8,14.5,33.3,36.7,42.2,0,
221,221,11/8/25,N,Toledo,MAC,Marshall,H,"L, 85-73",108.6,118.4,70.9,103,45.3,19.8,36.6,29.7,120,63.1,21.2,36.4,19.7,27,3,
222,222,11/3/25,N,St. Bonaventure,A10,Bradley,N,"W, 69-63",108.4,93.8,66.1,104.3,46.7,19.7,38.5,28.3,95.3,48.2,13.6,14.7,23.2,84.2,4,
223,223,11/3/25,N,Campbell,CAA,Wisconsin,A,"L, 96-64",108.4,114,71,90.1,49,26.7,30,32.7,135.1,59,12.7,38.2,28.4,35.9,-6,
224,224,11/7/25,N,UMKC,Sum,Southern Illinois,A,"L, 101-78",108.4,126.1,76.1,102.4,46.4,15.8,34,33.3,132.7,69.7,15.8,33.3,42.6,14.8,-8,
225,225,11/6/25,N,Chicago St.,NEC,Saint Louis,A,"L, 108-86",108.3,114.6,85.7,100.4,43.9,17.5,27.9,53,126.1,62.9,17.5,25,53.2,34.4,-8,
226,226,11/7/25,N,Illinois Chicago,MVC,Oregon St.,A,"L, 76-73",108.2,106.8,68.9,105.9,50,20.3,30.3,38.2,110.3,54.9,30.5,53.6,49,53.8,-3,
227,227,11/7/25,N,Mississippi,SEC,Louisiana Monroe,H,"W, 86-65",108.1,96.5,74.1,116,58.3,17.5,28.9,19.7,87.7,46.6,20.2,20,28.8,78.7,15,
228,228,11/8/25,N,Marshall,SB,Toledo,A,"W, 85-73",107.9,107.1,70.9,120,63.1,21.2,36.4,19.7,103,45.3,19.8,36.6,29.7,52.1,-3,
229,229,11/8/25,N,Dayton,A10,UMBC,H,"W, 77-71",107.9,110.7,66.1,116.5,56.9,13.6,23.1,47.1,107.5,54.3,22.7,34.4,17.2,42.6,4,
230,230,11/3/25,N,James Madison,SB,Akron,A,"L, 85-71",107.8,104.3,72,98.6,48.4,26.4,31.6,21.3,118.1,49.2,11.1,38.5,46,59.3,0,
231,231,11/3/25,N,Connecticut,BE,New Haven,H,"W, 79-55",107.8,97,66.6,118.7,55.4,18,32.3,35.7,82.6,47.1,16.5,11.8,26.9,77.1,11,
232,232,11/8/25,N,Kennesaw St.,CUSA,Florida A&M,A,"W, 92-72",107.7,97.2,80.5,114.3,64.3,17.4,14.8,50,89.5,35.8,14.9,30.2,49.3,76.5,8,
233,233,11/3/25,N,Southern,SWAC,Arkansas,A,"L, 109-77",107.7,117.4,81.1,95,47.8,14.8,27.9,34.8,134.4,57.5,11.1,35.9,39.7,27.2,-17,
234,234,11/5/25,N,Georgia,SEC,Maryland Eastern Sho,H,"W, 94-29",107.6,57.9,74,127.1,46.1,13.5,54.3,38.2,39.2,20.9,41.9,40.4,23.6,99.9,19,
235,235,11/7/25,N,Rice,Amer,Oregon,A,"L, 67-63",107.6,91.5,66.6,94.5,44.4,21,34.1,17.7,100.5,39.4,18,42.1,73.1,86.5,0,
236,236,11/4/25,N,NJIT,AE,Fordham,A,"W, 72-61",107.5,93.2,64.7,111.3,57.6,17,25.7,13.6,94.3,37.3,12.4,40.4,26.9,83.8,4,
237,237,11/6/25,N,Texas Southern,SWAC,Texas A&M,A,"L, 104-70",107.3,112.8,77.2,90.6,56.1,29.8,30,51,134.7,63.9,10.4,22.6,60.7,36.1,-6,
238,238,11/6/25,N,Le Moyne,NEC,Xavier,A,"L, 74-69",107.2,104.1,68.7,100.5,60.8,26.2,19.2,23.5,107.8,53.4,16,26.3,27.1,58.4,-4,
239,239,11/4/25,N,Arizona St.,B12,Southern Utah,H,"W, 81-64",107.2,94.7,72.7,111.5,56.8,19.3,31.4,33.9,88.1,40,22,36.4,11.4,80.7,10,
240,240,11/3/25,N,UAB,Amer,Mississippi Valley S,H,"W, 106-55",107,83.8,84.8,125,56.1,9.4,34.1,50,64.9,33.6,30.7,12.8,34.5,94.3,23,
241,241,11/7/25,N,Samford,SC,South Carolina St.,H,"W, 82-72",107,115.1,72.1,113.8,54.7,13.9,26.5,69.8,99.9,50,18,18.8,31.6,30,1,
242,242,11/5/25,N,Butler,BE,Southern Indiana,H,"W, 88-58",107,83.1,74.9,117.5,52.3,17.4,40.5,44.6,77.4,35.4,16,20.4,26.2,94.8,16,
243,243,11/4/25,N,Texas,SEC,Duke,N,"L, 75-60",106.8,96.7,66.6,90.1,36.4,24,40.9,39,112.6,51,15,32.4,57.7,75.7,-4,
244,244,11/3/25,N,Saint Francis,NEC,Oklahoma,A,"L, 102-66",106.8,114.5,74.2,89,44.7,18.9,30,15.2,137.6,63.6,14.8,40,25.7,31,-6,
245,245,11/6/25,N,California,ACC,Wright St.,H,"W, 77-67",106.7,99.3,69.6,110.6,46.4,14.4,29.4,56.4,96.2,44.5,11.5,25,28.1,69.6,6,
246,246,11/3/25,N,Houston,B12,Lehigh,H,"W, 75-57",106.6,86.6,68.2,110,48.4,19.1,41.7,32.8,83.6,41.2,22,24.3,45.1,91.6,14,
247,247,11/3/25,N,USC Upstate,BSth,Cal Baptist,A,"L, 87-75",106.6,122.2,70.9,105.8,50.9,19.8,24.2,53.7,122.8,58.6,9.9,37.1,32.8,17.2,-8,
248,248,11/3/25,N,Pittsburgh,ACC,Youngstown St.,H,"W, 74-59",106.6,97.8,65.5,112.9,49.1,27.5,51.5,50.9,90,48.2,18.3,21.6,16.1,73,2,
249,249,11/3/25,N,Louisiana Monroe,SB,Northern Illinois,A,"L, 102-82",106.5,134.4,74.9,109.5,58.9,17.4,19.4,39.3,136.2,63.8,24,61.3,40,6.4,-7,
250,250,11/7/25,N,McNeese St.,Slnd,Santa Clara,A,"L, 79-67",106.5,109.6,67.4,99.4,49,20.8,29,45.1,117.2,48.5,22.3,56.8,37.9,41.7,-5,
251,251,11/3/25,N,Tennessee,SEC,Mercer,H,"W, 76-61",106.3,92.5,70,108.5,54.9,27.1,45.7,24.6,87.1,34.3,7.1,25.5,31.3,83.1,10,
252,252,11/4/25,N,Kentucky,SEC,Nicholls St.,H,"W, 77-51",106.1,83.9,70,110.1,52.4,18.6,37.5,35.5,72.9,34,15.7,12.2,41.5,93.7,11,
253,253,11/3/25,N,Providence,BE,Holy Cross,H,"W, 89-79",106,104.5,77.9,114.2,55.6,12.8,22.2,43.5,101.4,50,16.7,20.9,32.3,54.1,10,
254,254,11/3/25,N,Old Dominion,SB,Miami OH,A,"L, 87-72",106,104.4,74.7,96.4,55.7,25.4,16.7,30.2,116.4,56,16.1,25,46.6,54.4,4,
255,255,11/3/25,N,Georgetown,BE,Morgan St.,H,"W, 87-70",105.8,104.5,75.5,115.3,46.2,9.3,35,60,92.8,45.7,21.2,29.7,41.4,53.3,8,
256,256,11/7/25,N,Northern Illinois,MAC,Wisconsin,A,"L, 97-72",105.8,119.9,73.7,97.8,54.3,23.1,16,66,131.7,56.6,12.2,41.7,60.7,19.3,-18,
257,257,11/3/25,N,Bowling Green,MAC,Texas St.,H,"W, 83-48",105.7,80.6,70.5,117.8,62.1,17,25,27.6,68.1,41.7,25.5,14.3,13,95.8,8,
258,258,11/6/25,N,Nebraska Omaha,Sum,Abilene Christian,A,"L, 73-71",105.3,109.8,68.8,103.1,55.8,23.2,20,72.1,106,50,20.3,37.5,36.8,38.3,-4,
259,259,11/6/25,N,Denver,Sum,Washington,A,"L, 84-70",105.2,105.7,70.4,99.4,50.8,18.5,25.7,19.7,119.3,56.2,12.8,33.3,23.1,48.6,-8,
260,260,11/3/25,N,Villanova,BE,BYU,N,"L, 71-66",105,92.7,68,97,43.3,16.2,35.4,22.4,104.3,43.2,5.9,27.3,31.8,80.8,-5,
