Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF_O,eFG%_O,TO%_O,Reb%_O,FTR_O,EFF_D,eFG%_D,TO%_D,Reb%_D,FTR_D,G-Sc,+/-,True Advantage,hca,Won/Loss,Score Range,Score,Opp_Score,Spread
4923,1/9/24,C,Air Force,MWC,Nevada,A,"L, 67-54",102.3,102.1,58.5,92.2,47.1,22.2,29,13.7,114.4,54.7,17.1,29.6,67.4,50.6,-6,0.0,3.07,L,67-54,54,67,-13
4927,1/9/24,C,Baylor,B12,BYU,H,"W, 81-72",120.3,97.7,68,119.2,51.7,7.4,22.2,48.3,105.9,57.5,20.6,23.1,26.4,91.6,0,3.83,3.83,W,81-72,81,72,9
4928,1/9/24,C,BYU,B12,Baylor,A,"L, 81-72",116,98.1,68,105.9,57.5,20.6,23.1,26.4,119.2,51.7,7.4,22.2,48.3,87.2,0,0.0,4.53,L,81-72,72,81,-9
4931,1/9/24,C,Boise St.,MWC,Colorado St.,H,"W, 65-58",107.5,85,64.8,100.3,44.4,15.4,27.8,42.6,89.5,51,24.7,25.9,19.6,93.7,4,3.59,3.59,W,65-58,65,58,7
4932,1/9/24,C,Colorado St.,MWC,Boise St.,A,"L, 65-58",98,91.6,64.8,89.5,51,24.7,25.9,19.6,100.3,44.4,15.4,27.8,42.6,68.5,-4,0.0,5.19,L,65-58,58,65,-7
4933,1/9/24,C,Columbia,Ivy,Cornell,A,"L, 91-79",118.1,120,69.1,114.3,59,20.3,30.3,18,131.7,64.4,13,33.3,35.6,45.5,-3,0.0,1.61,L,91-79,79,91,-12
4936,1/9/24,C,DePaul,BE,Creighton,H,"L, 84-58",89.7,107,69.1,83.9,42.2,15.9,16.2,22.4,121.5,59,8.7,18.2,27.9,11.6,-16,2.32,2.32,L,84-58,58,84,-26
4937,1/9/24,C,Duke,ACC,Pittsburgh,A,"W, 75-53",136.3,75.4,60.8,123.4,61.6,23,46.4,16.1,87.2,40.5,16.4,27.5,12.1,99.9,17,0.0,3.7,W,75-53,75,53,22
4938,1/9/24,C,Pittsburgh,ACC,Duke,H,"L, 75-53",92.1,111.1,60.8,87.2,40.5,16.4,27.5,12.1,123.4,61.6,23,46.4,16.1,10.4,-17,2.7,2.7,L,75-53,53,75,-22
4939,1/9/24,C,Houston,B12,Iowa St.,A,"L, 57-53",100.2,85.7,62.6,84.7,45,25.6,34.5,24,91.1,41.5,19.2,21.4,46.8,85.8,-6,0.0,5.41,L,57-53,53,57,-4
4940,1/9/24,C,Iowa St.,B12,Houston,H,"W, 57-53",112.6,73.5,62.6,91.1,41.5,19.2,21.4,46.8,84.7,45,25.6,34.5,24,99.3,6,5.32,5.32,W,57-53,57,53,4
4941,1/9/24,C,Indiana,B10,Rutgers,A,"L, 66-57",90.8,91.5,74.7,76.3,45.7,24.1,20,25.9,88.3,36.2,20.1,37.3,43.1,47.9,-2,0.0,4.42,L,66-57,57,66,-9
4944,1/9/24,C,West Virginia,B12,Kansas St.,H,"L, 81-67",108.7,115.7,67.9,98.6,47.1,19.1,18.8,45.1,119.2,59.6,19.1,36,44.2,32.9,-5,4.43,4.43,L,81-67,67,81,-14
4948,1/9/24,C,Missouri,SEC,Kentucky,A,"L, 90-77",106.3,100.2,75.8,101.5,49.2,14.5,15.4,36.1,118.7,56.2,17.1,30,57.1,66.3,-7,0.0,6.47,L,90-77,77,90,-13
4949,1/9/24,C,New Mexico,MWC,UNLV,A,"L, 83-73",108.1,108.5,71.3,102.4,50.9,22.5,34.5,36.4,116.5,58.6,14,17.2,32.8,48.9,-7,0.0,4.33,L,83-73,73,83,-10
4950,1/9/24,C,UNLV,MWC,New Mexico,H,"W, 83-73",126.8,95.8,71.3,116.5,58.6,14,17.2,32.8,102.4,50.9,22.5,34.5,36.4,96.2,7,3.59,3.59,W,83-73,83,73,10
4954,1/9/24,C,Notre Dame,ACC,Georgia Tech,A,"W, 75-68",100.9,89.7,66.4,100.5,45.9,21.4,36.1,34.4,91.1,45.1,13.4,22.2,9.7,79.5,0,0.0,5.08,W,75-68,75,68,7
4957,1/9/24,C,Oklahoma St.,B12,Texas Tech,A,"L, 90-73",122.2,118.7,66.1,110.5,55.5,13.6,21.9,34.5,136.3,65.3,6.1,18.5,28.8,58.3,-6,0.0,6.52,L,90-73,73,90,-17
4959,1/9/24,C,Nebraska,B10,Purdue,H,"W, 88-72",137.9,91.8,68.6,128.3,63.2,13.1,17.9,33.3,105,53.5,20.4,30.6,26.3,99.1,5,5.75,5.75,W,88-72,88,72,16
4960,1/9/24,C,Purdue,B10,Nebraska,A,"L, 88-72",119.4,112.3,68.6,105,53.5,20.4,30.6,26.3,128.3,63.2,13.1,17.9,33.3,66.9,-5,0.0,4.54,L,88-72,72,88,-16
4962,1/9/24,C,Rhode Island,A10,Davidson,A,"W, 79-74",121.9,105.4,69.3,114,58.2,18.8,25.9,67.3,106.8,53.6,13,20,41.8,84.2,4,0.0,2.96,W,79-74,79,74,5
4963,1/9/24,C,Loyola Chicago,A10,Richmond,H,"L, 58-56",89.3,84.7,67.7,82.7,46.2,22.1,17.1,26.9,85.6,47.4,16.2,10.3,14,64.8,0,2.62,2.62,L,58-56,56,58,-2
4964,1/9/24,C,Richmond,A10,Loyola Chicago,A,"W, 58-56",94.2,83,67.7,85.6,47.4,16.2,10.3,14,82.7,46.2,22.1,17.1,26.9,80.9,0,0.0,3.58,W,58-56,58,56,2
4966,1/9/24,C,San Jose St.,MWC,San Diego St.,H,"L, 81-78",129.5,115.3,66.8,116.7,50.9,15,25,46.3,121.2,52.6,12,39.4,50.9,79.2,-1,3.99,3.99,L,81-78,78,81,-3
4967,1/9/24,C,Georgetown,BE,Seton Hall,H,"L, 74-70",114.7,111.3,64.1,109.2,50.9,18.7,34.4,29.1,115.4,67.8,26.5,25,35.6,58.6,-6,2.92,2.92,L,74-70,70,74,-4
4969,1/9/24,C,Alabama,SEC,South Carolina,H,"W, 74-47",110.5,76.2,64.3,115.1,62,23.3,32.1,16.7,73.1,35.5,26.4,30.8,16.4,98.6,4,4.86,4.86,W,74-47,74,47,27
4970,1/9/24,C,South Carolina,SEC,Alabama,A,"L, 74-47",85.5,87.8,64.3,73.1,35.5,26.4,30.8,16.4,115.1,62,23.3,32.1,16.7,42.4,-4,0.0,2.23,L,74-47,47,74,-27
4973,1/9/24,C,Auburn,SEC,Texas A&M,H,"W, 66-55",96.8,74.4,69.2,95.4,44.1,17.3,24.2,51,79.5,31.5,27.5,42.2,30.6,95.4,3,3.32,3.32,W,66-55,66,55,11
4974,1/9/24,C,Texas A&M,SEC,Auburn,A,"L, 66-55",94,80,69.2,79.5,31.5,27.5,42.2,30.6,95.4,44.1,17.3,24.2,51,86.5,-3,0.0,4.82,L,66-55,55,66,-11
4975,1/9/24,C,Cincinnati,B12,Texas,H,"L, 74-73",112.5,97,69.9,104.4,53.3,21.4,32.4,24.6,105.8,57,15.7,17.9,17.5,84.6,-1,3.67,3.67,L,74-73,73,74,-1
4976,1/9/24,C,Texas,B12,Cincinnati,A,"W, 74-73",118.2,97.6,69.9,105.8,57,15.7,17.9,17.5,104.4,53.3,21.4,32.4,24.6,90,1,0.0,5.44,W,74-73,74,73,1
4980,1/9/24,C,Vanderbilt,SEC,LSU,A,"L, 77-69",95.5,97,75.3,91.6,50,19.9,19.4,19.7,102.2,44.5,10.6,18.4,35.9,45.4,-7,0.0,3.2,L,77-69,69,77,-8
4981,1/9/24,C,George Mason,A10,VCU,H,"L, 54-50",91,87.4,59.7,83.8,37,18.4,30.6,24.1,90.5,42.2,20.1,29.7,29.4,61.7,1,3.12,3.12,L,54-50,50,54,-4
4982,1/9/24,C,VCU,A10,George Mason,A,"W, 54-50",93.8,82.2,59.7,90.5,42.2,20.1,29.7,29.4,83.8,37,18.4,30.6,24.1,81.9,-1,0.0,4.01,W,54-50,54,50,4
4983,1/9/24,C,Florida St.,ACC,Wake Forest,H,"W, 87-82",116.6,94.3,78.6,110.7,57.3,16.5,16.7,54.5,104.3,55.1,25.4,31,35.6,92,5,3.85,3.85,W,87-82,87,82,5
4984,1/9/24,C,Wake Forest,ACC,Florida St.,A,"L, 87-82",109.5,105,78.6,104.3,55.1,25.4,31,35.6,110.7,57.3,16.5,16.7,54.5,61.8,-5,0.0,6.14,L,87-82,82,87,-5
4986,1/9/24,C,Wyoming,MWC,Utah St.,A,"L, 83-59",99.5,110.2,65.8,89.7,45.6,24.3,20.7,51.1,126.2,57.4,10.6,30,23,23.5,-8,0.0,5.48,L,83-59,59,83,-24
4991,1/10/24,C,Arkansas,SEC,Georgia,A,"L, 76-66",94.8,96.7,74.9,88.1,42.5,20,24.4,36.7,101.4,49.2,17.3,23.7,36.7,44.3,-7,0.0,6.63,L,76-66,66,76,-10
4993,1/10/24,C,Boston College,ACC,Syracuse,A,"L, 69-59",86.3,90.6,71.4,82.6,45.2,30.8,33.3,6.5,96.6,42.6,11.2,25.6,37.7,36.4,-8,0.0,3.96,L,69-59,59,69,-10
4997,1/10/24,C,Butler,BE,Marquette,A,"W, 69-62",103.1,76.8,73.2,94.3,53.7,24.6,18.2,27.8,84.7,36.3,13.7,30.6,15.1,96.8,0,0.0,4.09,W,69-62,69,62,7
4998,1/10/24,C,Marquette,BE,Butler,H,"L, 69-62",92.1,86.9,73.2,84.7,36.3,13.7,30.6,15.1,94.3,53.7,24.6,18.2,27.8,66,0,4.68,4.68,L,69-62,62,69,-7
5003,1/10/24,C,Clemson,ACC,Virginia Tech,A,"L, 87-72",115.8,115.5,66.7,107.9,51.6,16.5,27.8,12.7,130.4,65.8,16.5,33.3,24.6,50.8,-6,0.0,5.19,L,87-72,72,87,-15
5004,1/10/24,C,Virginia Tech,ACC,Clemson,H,"W, 87-72",137.3,99.7,66.7,130.4,65.8,16.5,33.3,24.6,107.9,51.6,16.5,27.8,12.7,97.5,6,3.88,3.88,W,87-72,87,72,15
5005,1/10/24,C,California,P12,Colorado,H,"W, 82-78",126.1,111.1,66,124.2,50.8,7.6,34.1,32.3,118.2,54.2,15.2,36.4,32.2,81,-9,2.49,2.49,W,82-78,82,78,4
5006,1/10/24,C,Colorado,P12,California,A,"L, 82-78",127.4,115.1,66,118.2,54.2,15.2,36.4,32.2,124.2,50.8,7.6,34.1,32.3,76.3,9,0.0,5.23,L,82-78,78,82,-4
5007,1/10/24,C,Connecticut,BE,Xavier,A,"W, 80-75",126.6,99.3,69.2,115.5,64,17.3,26.7,24.6,108.3,41.4,20.2,47.6,42.2,94.2,6,0.0,3.86,W,80-75,80,75,5
5008,1/10/24,C,Xavier,BE,Connecticut,H,"L, 80-75",121.5,98,69.2,108.3,41.4,20.2,47.6,42.2,115.5,64,17.3,26.7,24.6,92.3,-6,5.35,5.35,L,80-75,75,80,-5
5012,1/10/24,C,Evansville,MVC,Bradley,A,"L, 86-50",83.6,113.4,68.4,73.1,42.2,32.2,19.4,40,125.8,65,20.5,41.4,18.3,2.9,-16,0.0,5.09,L,86-50,50,86,-36
5015,1/10/24,C,Florida,SEC,Mississippi,A,"L, 103-85",121.7,125.6,73.9,115,44.7,17.6,52,34.7,139.3,65.2,10.8,35.7,30.3,41,-7,0.0,3.8,L,103-85,85,103,-18
5016,1/10/24,C,Mississippi,SEC,Florida,H,"W, 103-85",142.4,104,73.9,139.3,65.2,10.8,35.7,30.3,115,44.7,17.6,52,34.7,97.4,7,4.43,4.43,W,103-85,103,85,18
5023,1/10/24,C,Illinois Chicago,MVC,Northern Iowa,A,"L, 67-59",93.8,94.8,66.5,88.7,53.8,27.1,17.9,5.8,100.8,55.1,16.5,7.4,36.7,46.9,-3,0.0,4.13,L,67-59,59,67,-8
5027,1/10/24,C,Drake,MVC,Indiana St.,H,"W, 89-78",122.5,101,71.4,124.6,54.7,4.2,17.1,32.8,109.2,53.9,21,20.7,49,90.2,1,4.45,4.45,W,89-78,89,78,11
5028,1/10/24,C,Indiana St.,MVC,Drake,A,"L, 89-78",120.7,109.6,71.4,109.2,53.9,21,20.7,49,124.6,54.7,4.2,17.1,32.8,75.2,-1,0.0,4.86,L,89-78,78,89,-11
5031,1/10/24,C,Kansas,B12,UCF,A,"L, 65-60",109.4,97.3,63.4,94.7,57.4,28.4,29.6,23.4,102.5,49,20.5,27.3,34.6,79.4,2,0.0,5.18,L,65-60,60,65,-5
5032,1/10/24,C,UCF,B12,Kansas,H,"W, 65-60",110.1,91.7,63.4,102.5,49,20.5,27.3,34.6,94.7,57.4,28.4,29.6,23.4,89.1,-2,3.45,3.45,W,65-60,65,60,5
5033,1/10/24,C,La Salle,A10,Massachusetts,A,"L, 81-65",102,106.5,69.1,94.1,48.4,17.4,28.2,24.6,117.3,53.2,17.4,44.4,33.3,37.6,-4,0.0,3.34,L,81-65,65,81,-16
5036,1/10/24,C,Lafayette,Pat,Colgate,A,"W, 69-64",111,96.6,65.7,105,53.8,16.7,20.6,42.3,97.4,41.8,13.7,35,31.1,83.3,6,0.0,4.13,W,69-64,69,64,5
5039,1/10/24,C,Louisville,ACC,Miami FL,A,"W, 80-71",109.6,93.4,74.4,107.6,57.9,16.1,10,28.1,95.5,47,17.5,26.7,22.4,86.3,-2,0.0,3.64,W,80-71,80,71,9
5049,1/10/24,C,N.C. State,ACC,North Carolina,H,"L, 67-54",86,81.4,71.7,75.3,28.4,13.9,28,31.3,93.4,44.4,16.7,31.7,32.3,65.2,-4,2.75,2.75,L,67-54,54,67,-13
5050,1/10/24,C,North Carolina,ACC,N.C. State,A,"W, 67-54",97.9,71,71.7,93.4,44.4,16.7,31.7,32.3,75.3,28.4,13.9,28,31.3,97.6,4,0.0,4.21,W,67-54,67,54,13
5053,1/10/24,C,Northwestern,B10,Penn St.,A,"W, 76-72",114.6,99.8,69.7,109.1,69.3,25.8,8.7,47.7,103.3,49.1,18.7,28.1,44.4,83,-2,0.0,2.72,W,76-72,76,72,4
5054,1/10/24,C,Penn St.,B10,Northwestern,H,"L, 76-72",111.3,98.6,69.7,103.3,49.1,18.7,28.1,44.4,109.1,69.3,25.8,8.7,47.7,80,2,3.69,3.69,L,76-72,72,76,-4
5055,1/10/24,C,Oklahoma,B12,TCU,A,"L, 80-71",108.9,100.9,71.8,98.9,50.9,19.5,25.7,29.3,111.5,49.2,9.8,23.7,34.4,70.6,-4,0.0,5.28,L,80-71,71,80,-9
5056,1/10/24,C,TCU,B12,Oklahoma,H,"W, 80-71",116.8,94.5,71.8,111.5,49.2,9.8,23.7,34.4,98.9,50.9,19.5,25.7,29.3,92,4,3.65,3.65,W,80-71,80,71,9
5057,1/10/24,C,Providence,BE,St. John's,A,"L, 75-73",111,98.8,68.4,106.7,50.8,14.6,36.1,34.4,109.6,54.6,19,33.3,46.3,79.1,-8,0.0,4.75,L,75-73,73,75,-2
5058,1/10/24,C,St. John's,BE,Providence,H,"W, 75-73",124.3,100.6,68.4,109.6,54.6,19,33.3,46.3,106.7,50.8,14.6,36.1,34.4,91.9,8,3.48,3.48,W,75-73,75,73,2
5065,1/10/24,C,Mississippi St.,SEC,Tennessee,H,"W, 77-72",123.5,90.1,72.7,105.9,55.8,24.8,29,51.9,99,52.5,22,31.4,27.1,97.4,5,3.1,3.1,W,77-72,77,72,5
5066,1/10/24,C,Tennessee,SEC,Mississippi St.,A,"L, 77-72",109.3,99.5,72.7,99,52.5,22,31.4,27.1,105.9,55.8,24.8,29,51.9,74.7,-5,0.0,4.74,L,77-72,72,77,-5
5070,1/10/24,C,Tulsa,Amer,Charlotte,A,"L, 84-76",107.8,122.4,69.3,109.6,48.3,11.5,26.3,44.1,121.1,52.5,14.4,35.1,43.3,18.8,-15,0.0,3.92,L,84-76,76,84,-8
5075,1/10/24,C,USC,P12,Washington St.,H,"L, 72-64",102.5,96,69.2,92.5,43.1,11.6,19.5,37.9,104.1,52.9,18.8,17.2,45.1,67.9,-1,2.82,2.82,L,72-64,64,72,-8
5076,1/10/24,C,Washington St.,P12,USC,A,"W, 72-64",109.2,89.7,69.2,104.1,52.9,18.8,17.2,45.1,92.5,43.1,11.6,19.5,37.9,90.6,1,0.0,3.85,W,72-64,72,64,8
5083,1/10/24,C,Ohio St.,B10,Wisconsin,H,"L, 71-60",111.5,102.6,59.5,100.9,50,13.4,28.6,17.9,119.4,53.5,8.4,22.6,19.3,72.2,1,4.25,4.25,L,71-60,60,71,-11
5084,1/10/24,C,Wisconsin,B10,Ohio St.,A,"W, 71-60",123.5,96.1,59.5,119.4,53.5,8.4,22.6,19.3,100.9,50,13.4,28.6,17.9,94.7,-1,0.0,3.01,W,71-60,71,60,11
5092,1/11/24,C,Coastal Carolina,SB,Appalachian St.,H,"L, 70-45",76.2,103.9,65.2,69,33.3,19.9,25,19.3,107.3,50.8,16.9,36.1,17.7,2.8,-10,2.78,2.78,L,70-45,45,70,-25
5093,1/11/24,C,Arizona St.,P12,Washington,A,"L, 82-67",102.2,101.8,71.3,94,44.1,14,21.1,35.6,115,61.9,21,32.3,27.1,51.3,-5,0.0,4.01,L,82-67,67,82,-15
5114,1/11/24,C,Tulane,Amer,Florida Atlantic,H,"L, 85-84",115.6,110.3,72.2,116.4,59.7,13.9,25,25.8,117.8,53.4,16.6,41.9,16.4,63.2,-5,3.78,3.78,L,85-84,84,85,-1
5115,1/11/24,C,Gonzaga,WCC,Santa Clara,A,"L, 77-76",101.8,98,76.2,99.8,49.3,13.1,18.9,20.9,101.1,51.5,23.6,36.8,21.5,60.5,-3,0.0,5.17,L,77-76,76,77,-1
5116,1/11/24,C,Santa Clara,WCC,Gonzaga,H,"W, 77-76",107.6,85.2,76.2,101.1,51.5,23.6,36.8,21.5,99.8,49.3,13.1,18.9,20.9,93.6,3,2.3,2.3,W,77-76,77,76,1
5125,1/11/24,C,Long Beach St.,BW,UC San Diego,A,"L, 88-74",104.5,112.7,71.9,103,51.7,15.3,15.6,29.3,122.5,62.3,16.7,25,23,29.4,-5,0.0,3.57,L,88-74,74,88,-14
5129,1/11/24,C,Illinois,B10,Michigan St.,H,"W, 71-68",121,96.5,65.9,107.8,48.2,12.1,25,40,103.2,45.7,10.6,33.3,10.1,93.1,3,2.64,2.64,W,71-68,71,68,3
5130,1/11/24,C,Michigan St.,B10,Illinois,A,"L, 71-68",108.2,90,65.9,103.2,45.7,10.6,33.3,10.1,107.8,48.2,12.1,25,40,89.2,-3,0.0,4.37,L,71-68,68,71,-3
5132,1/11/24,C,Michigan,B10,Maryland,A,"L, 64-57",102.6,93,65,87.7,44.3,16.9,17.6,28.3,98.4,48,18.5,21.2,46.9,75.6,2,0.0,3.93,L,64-57,57,64,-7
5155,1/11/24,C,Portland,WCC,Saint Mary's,A,"L, 95-52",99.3,134.3,62.2,83.6,48,20.9,14.7,16,152.7,68.3,8,38.7,22.2,3,-21,0.0,3.76,L,95-52,52,95,-43
5159,1/11/24,C,San Diego,WCC,San Francisco,H,"L, 83-63",93.6,110.3,72.4,87.1,47.3,24.9,21.4,19.6,114.7,55.8,15.2,29,33.3,13.2,-10,1.83,1.83,L,83-63,63,83,-20
5164,1/11/24,C,South Alabama,SB,James Madison,A,"L, 89-55",88.7,111.5,70.8,77.6,40.4,21.2,15.4,22.8,125.6,54.5,11.3,40.5,29.9,6.7,-11,0.0,2.17,L,89-55,55,89,-34
5185,1/11/24,C,UCLA,P12,Utah,A,"L, 90-44",83.1,107.3,69.1,63.7,34.3,18.8,14.3,25.9,130.2,59.8,15.9,38.9,24.2,5,-9,0.0,4.03,L,90-44,44,90,-46
5201,1/12/24,C,Boise St.,MWC,Nevada,A,"W, 64-56",100.4,75.2,68.5,93.5,46.1,26.3,33.3,39.2,81.8,39,16.1,5.9,44,96.5,3,0.0,3.59,W,64-56,64,56,8
5202,1/12/24,C,Nevada,MWC,Boise St.,H,"L, 64-56",88.5,86.6,68.5,81.8,39,16.1,5.9,44,93.5,46.1,26.3,33.3,39.2,56.2,-3,2.67,2.67,L,64-56,56,64,-8
5204,1/12/24,C,Buffalo,MAC,Akron,A,"L, 76-59",91.4,104.1,70.2,84.1,41.7,24.2,35.1,23.3,108.3,51.5,7.1,17.1,18.5,18.4,-5,0.0,4.75,L,76-59,59,76,-17
5207,1/12/24,C,Dayton,A10,Duquesne,A,"W, 72-62",121.4,89.7,66.2,108.8,53.8,25.7,44.8,35.8,93.7,46.8,19.6,29.7,8.1,97,8,0.0,4.72,W,72-62,72,62,10
5208,1/12/24,C,Duquesne,A10,Dayton,H,"L, 72-62",95.4,100.9,66.2,93.7,46.8,19.6,29.7,8.1,108.8,53.8,25.7,44.8,35.8,34.4,-8,2.36,2.36,L,72-62,62,72,-10
5209,1/12/24,C,DePaul,BE,Villanova,A,"L, 94-69",125.4,133.4,64.8,106.5,53.7,13.9,19.4,29.6,145.1,62.7,6.2,30.8,35.6,33,-10,0.0,2.32,L,94-69,69,94,-25
5222,1/12/24,C,Minnesota,B10,Indiana,A,"L, 74-62",89.7,101.5,71.1,87.2,41.5,19.7,31.7,40.7,104.1,48.3,14.1,29.3,45,19.4,-12,0.0,4.78,L,74-62,62,74,-12
5223,1/12/24,C,Iowa,B10,Nebraska,H,"W, 94-76",141,101.7,70.4,133.5,63.4,8.5,25.7,20.9,108,50.8,11.4,22.9,23.8,97.7,7,5.16,5.16,W,94-76,94,76,18
5224,1/12/24,C,Nebraska,B10,Iowa,A,"L, 94-76",112.7,114.2,70.4,108,50.8,11.4,22.9,23.8,133.5,63.4,8.5,25.7,20.9,46.2,-7,0.0,5.75,L,94-76,76,94,-18
5227,1/12/24,C,Rice,Amer,South Florida,A,"L, 81-73",112.9,101.8,71.7,101.8,54.5,25.1,32.3,28.6,113,46.7,8.4,20.5,48.3,76.7,6,0.0,2.39,L,81-73,73,81,-8
5237,1/13/24,C,Alabama,SEC,Mississippi St.,A,"W, 82-74",123.8,96.7,72.6,113,51.7,17.9,31.4,44.8,101.9,48.4,16.5,34.2,44.3,94.5,1,0.0,4.86,W,82-74,82,74,8
5238,1/13/24,C,Mississippi St.,SEC,Alabama,H,"L, 82-74",105.9,93.8,72.6,101.9,48.4,16.5,34.2,44.3,113,51.7,17.9,31.4,44.8,80.3,-1,3.1,3.1,L,82-74,74,82,-8
5242,1/13/24,C,James Madison,SB,Appalachian St.,H,"L, 59-55",83.5,90,67.3,81.7,38.3,19.3,31.7,10.9,87.7,50,34.2,45.2,16.7,29.6,-6,3.0,3.0,L,59-55,55,59,-4
5243,1/13/24,C,Arizona,P12,Washington St.,A,"L, 73-70",110.8,98.8,69,101.5,39.6,14.5,42.3,29.2,105.8,50,13,21.2,37.5,78.8,-4,0.0,3.51,L,73-70,70,73,-3
5244,1/13/24,C,Washington St.,P12,Arizona,H,"W, 73-70",119.6,88.9,69,105.8,50,13,21.2,37.5,101.5,39.6,14.5,42.3,29.2,96.8,4,3.85,3.85,W,73-70,73,70,3
5247,1/13/24,C,Arkansas,SEC,Florida,A,"L, 90-68",99,106.3,73.2,92.9,41.8,12.3,21.4,41,123,56,16.4,40.5,29.9,30.8,-14,0.0,6.63,L,90-68,68,90,-22
5257,1/13/24,C,Belmont,MVC,Indiana St.,A,"L, 94-64",93.5,111.8,72.4,88.4,45.5,20.7,16.7,29.1,129.9,68.3,19.3,25.9,21.7,11.3,-16,0.0,3.89,L,94-64,64,94,-30
5261,1/13/24,C,Boston College,ACC,Clemson,A,"L, 89-78",124.7,116.5,68.1,114.6,59.3,11.8,15.2,20.3,130.7,60.2,13.2,35.7,37.3,68.7,-8,0.0,3.96,L,89-78,78,89,-11
5268,1/13/24,C,Illinois Chicago,MVC,Bradley,H,"L, 77-59",98.3,120.6,62,95.1,52.1,21,22.6,33.3,124.1,54.3,9.7,31.4,34.5,8.7,-13,4.13,4.13,L,77-59,59,77,-18
5271,1/13/24,C,BYU,B12,UCF,A,"W, 63-58",105.5,83.6,67.4,93.5,49,19.3,18.2,32.7,86.1,31.9,16.3,34.7,56.9,93.5,4,0.0,4.53,W,63-58,63,58,5
5272,1/13/24,C,UCF,B12,BYU,H,"L, 63-58",89.1,83.9,67.4,86.1,31.9,16.3,34.7,56.9,93.5,49,19.3,18.2,32.7,66.8,-4,3.45,3.45,L,63-58,58,63,-5
5277,1/13/24,C,California,P12,Oregon,A,"L, 80-73",114.7,100.2,70.6,103.5,49.2,7.1,18.8,27,113.4,54,5.7,15.6,30.2,82.4,2,0.0,2.49,L,80-73,73,80,-7
5283,1/13/24,C,Baylor,B12,Cincinnati,H,"W, 62-59",105.6,90.8,63.1,98.2,51,19,25.9,37.5,93.5,42.6,15.8,32.4,19.7,85.1,0,3.83,3.83,W,62-59,62,59,3
5284,1/13/24,C,Cincinnati,B12,Baylor,A,"L, 62-59",100.1,82.5,63.1,93.5,42.6,15.8,32.4,19.7,98.2,51,19,25.9,37.5,90.2,0,0.0,3.67,L,62-59,59,62,-3
5289,1/13/24,C,Drake,MVC,Southern Illinois,A,"W, 76-58",119.6,85.3,65.3,116.3,60.9,12.2,18.5,29.1,88.8,43.3,13.8,11.8,32.7,98,10,0.0,4.45,W,76-58,76,58,18
5290,1/13/24,C,Southern Illinois,MVC,Drake,H,"L, 76-58",92.7,108,65.3,88.8,43.3,13.8,11.8,32.7,116.3,60.9,12.2,18.5,29.1,14.8,-10,3.59,3.59,L,76-58,58,76,-18
5301,1/13/24,C,Florida St.,ACC,Notre Dame,A,"W, 67-58",110.2,90.1,65.7,102,42.2,12.2,30,23.4,88.3,50,21.3,27,20,91,5,0.0,3.85,W,67-58,67,58,9
5303,1/13/24,C,Fordham,A10,St. Bonaventure,A,"W, 80-74",115,99,70.7,113.2,59.1,12.7,18.2,41.8,104.7,45,12.7,20,36.7,84.9,2,0.0,3.09,W,80-74,80,74,6
5307,1/13/24,C,George Mason,A10,Richmond,A,"L, 77-70",118.9,120.5,63.3,110.6,52.7,17.4,29,25.5,121.6,58,11.1,14.8,42,46.2,-7,0.0,3.12,L,77-70,70,77,-7
5312,1/13/24,C,Georgia Tech,ACC,Duke,A,"L, 84-79",128.7,102.6,69.5,113.7,64.5,20.1,19.2,21.8,120.9,50.8,5.8,27.5,44.4,93.1,-1,0.0,3.42,L,84-79,79,84,-5
5321,1/13/24,C,Houston,B12,TCU,A,"L, 68-67",117.6,98.7,62.5,107.2,45.3,11.2,37.8,20.3,108.8,51,17.6,36.8,56.9,88.2,1,0.0,5.41,L,68-67,67,68,-1
5322,1/13/24,C,TCU,B12,Houston,H,"W, 68-67",130.1,96.5,62.5,108.8,51,17.6,36.8,56.9,107.2,45.3,11.2,37.8,20.3,96.9,-1,3.65,3.65,W,68-67,68,67,1
5331,1/13/24,C,Kansas St.,B12,Texas Tech,A,"L, 60-59",108,88.9,59.4,99.3,54,30.3,39.3,14,100.9,40.9,15.1,37.8,32.7,90.3,2,0.0,5.72,L,60-59,59,60,-1
5332,1/13/24,C,Texas Tech,B12,Kansas St.,H,"W, 60-59",107.4,99.4,59.4,100.9,40.9,15.1,37.8,32.7,99.3,54,30.3,39.3,14,70.9,-2,4.39,4.39,W,60-59,60,59,1
5335,1/13/24,C,Kentucky,SEC,Texas A&M,A,"L, 97-92",123.3,106.6,71.2,114.8,52,13.7,37,27.6,121.1,47.6,11.2,46.3,36.6,84.2,-2,0.0,3.43,L,97-92,92,97,-5
5336,1/13/24,C,Texas A&M,SEC,Kentucky,H,"W, 97-92",122.2,100.5,71.2,121.1,47.6,11.2,46.3,36.6,114.8,52,13.7,37,27.6,90.5,2,4.82,4.82,W,97-92,97,92,5
5351,1/13/24,C,Loyola Chicago,A10,Saint Joseph's,A,"W, 78-75",107.5,94.8,75.4,103.4,51.6,21.2,35.9,31.2,99.4,50,17.2,18.2,42.1,81.1,0,0.0,2.62,W,78-75,78,75,3
