Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF_O,eFG%_O,TO%_O,Reb%_O,FTR_O,EFF_D,eFG%_D,TO%_D,Reb%_D,FTR_D,G-Sc,+/-,True Advantage,hca,Won/Loss,Score Range,Score,Opp_Score,Spread
2960,12/9/23,N,Santa Clara,WCC,New Mexico,N,"L, 93-76",101.7,107.6,81,93.9,49,32.1,29,58.8,114.9,54.7,18.5,40.5,51.6,34.4,-13,0.0,2.3,L,93-76,76,93,-17
2973,12/9/23,N,Northern Iowa,MVC,Toledo,A,"L, 84-80",109.3,106.5,72.5,110.4,59.8,17.9,16.7,28.6,115.9,53.3,8.3,15.2,43.3,57.6,1,0.0,3.89,L,84-80,80,84,-4
2978,12/9/23,N,Notre Dame,ACC,Marquette,A,"L, 78-59",92.3,105.8,67.7,87.2,45.2,28.1,30.6,28.8,115.3,58.9,20.7,29.6,23.2,17.2,-20,0.0,5.08,L,78-59,59,78,-19
2979,12/9/23,C,Ohio St.,B10,Penn St.,A,"L, 83-80",125,107.6,70.7,113.1,54.2,22.6,44.1,36.7,117.3,55.4,11.3,30,29.2,84.8,7,0.0,4.25,L,83-80,80,83,-3
2980,12/9/23,C,Penn St.,B10,Ohio St.,H,"W, 83-80",120.2,108.2,70.7,117.3,55.4,11.3,30,29.2,113.1,54.2,22.6,44.1,36.7,77.1,-7,3.69,3.69,W,83-80,83,80,3
2985,12/9/23,N,Rutgers,B10,Seton Hall,A,"W, 70-63",120.6,87.1,65.2,107.3,51.8,16.9,29.4,28.6,96.6,38.5,15.3,38.3,44.3,97.7,7,0.0,3.93,W,70-63,70,63,7
2987,12/9/23,N,Colorado St.,MWC,Saint Mary's,H,"L, 64-61",109.5,97.2,61.3,99.5,41.8,17.9,27.3,46.9,104.4,55.9,21.2,31,23.5,79.7,-3,5.19,5.19,L,64-61,61,64,-3
2991,12/9/23,N,Siena,MAAC,St. Bonaventure,A,"L, 89-56",93,122.9,65.3,85.7,43.6,21.4,29.7,27.3,136.3,63.8,9.2,27.6,34.5,3.9,-13,0.0,3.17,L,89-56,56,89,-33
2993,12/9/23,N,East Carolina,Amer,South Carolina,H,"L, 68-62",102.6,99.6,63.2,98.2,44.3,12.7,20,43.4,107.7,53.1,14.2,21.9,50,58.5,-3,3.3,3.3,L,68-62,62,68,-6
3010,12/9/23,N,Troy,SB,Dayton,A,"L, 82-70",111.4,111.6,66.1,105.9,49.2,16.6,28.9,23.3,124.1,61.8,16.6,35.7,36.4,49.4,-9,0.0,3.25,L,82-70,70,82,-12
3014,12/9/23,N,UC Irvine,BW,San Diego St.,A,"L, 63-62",105.2,90.5,65.8,94.2,46.5,18.2,27.8,26.3,95.8,46.8,19.8,17.2,46.8,84.8,-3,0.0,3.11,L,63-62,62,63,-1
3017,12/9/23,N,UCLA,P12,Villanova,A,"L, 65-56",106.6,96.1,61.9,90.5,42.5,16.2,25.6,10,105,42.2,11.3,33.3,36.2,76.8,-1,0.0,4.03,L,65-56,56,65,-9
3029,12/9/23,N,Valparaiso,MVC,Virginia Tech,A,"L, 71-50",82.8,98.9,64.2,77.9,43.3,21.8,15.2,15.4,110.6,52.8,23.4,43.3,34,11.5,-12,0.0,3.04,L,71-50,50,71,-21
3035,12/9/23,N,Arizona,P12,Wisconsin,H,"W, 98-73",133.9,88.9,75.6,129.7,68.3,9.3,14.3,43.3,96.6,48.6,10.6,14.6,11.4,99.1,12,3.51,3.51,W,98-73,98,73,25
3036,12/9/23,N,Wisconsin,B10,Arizona,A,"L, 98-73",113.2,110.1,75.6,96.6,48.6,10.6,14.6,11.4,129.7,68.3,9.3,14.3,43.3,57.8,-12,0.0,3.01,L,98-73,73,98,-25
3045,12/10/23,N,Boston College,ACC,St. John's,N,"W, 86-80",127.1,99.7,71.4,120.4,60.9,18.2,39.3,50.9,112,42.9,11.2,41.7,20.8,94.2,1,0.0,3.96,W,86-80,86,80,6
3046,12/10/23,N,St. John's,BE,Boston College,N,"L, 86-80",117.3,111,71.4,112,42.9,11.2,41.7,20.8,120.4,60.9,18.2,39.3,50.9,65.4,-1,0.0,3.48,L,86-80,80,86,-6
3049,12/10/23,N,Brown,Ivy,Providence,A,"L, 74-54",85.8,103.9,69.2,78.1,45.2,23.1,14.7,21.2,107,58.8,26,25,33.3,10,-14,0.0,2.07,L,74-54,54,74,-20
3054,12/10/23,N,Miami FL,ACC,Colorado,N,"L, 90-63",103.8,107.9,70.2,89.8,51,28.5,25,30.6,128.3,64.3,21.4,46.2,17.5,39,-5,0.0,4.06,L,90-63,63,90,-27
3059,12/10/23,N,Fordham,A10,North Texas,N,"W, 60-59",97,88.1,65,92.4,45,20,34.1,20,90.8,42.5,20,33.3,18.3,75.3,-3,0.0,3.09,W,60-59,60,59,1
3063,12/10/23,N,Long Beach St.,BW,USC,A,"W, 84-79",105.5,92.6,73.8,101.1,47.4,21.7,31.4,70.2,95.1,46.1,22.9,39.5,56.2,81.7,-6,0.0,3.57,W,84-79,84,79,5
3065,12/10/23,N,Memphis,Amer,Texas A&M,A,"W, 81-75",122.7,92.5,71.1,113.9,56.7,22.5,36.7,55.8,105.5,43.8,16.9,38.1,37.5,96.3,5,0.0,4.85,W,81-75,81,75,6
3066,12/10/23,N,Texas A&M,SEC,Memphis,H,"L, 81-75",106,109.7,71.1,105.5,43.8,16.9,38.1,37.5,113.9,56.7,22.5,36.7,55.8,40.2,-5,4.82,4.82,L,81-75,75,81,-6
3067,12/10/23,C,Michigan St.,B10,Nebraska,A,"L, 77-70",120.6,102.8,65.7,106.5,50.8,13.7,23.5,14.8,117.2,59.3,13.7,17.9,27.8,86.3,0,0.0,4.37,L,77-70,70,77,-7
3068,12/10/23,C,Nebraska,B10,Michigan St.,H,"W, 77-70",127.5,103,65.7,117.2,59.3,13.7,17.9,27.8,106.5,50.8,13.7,23.5,14.8,92,0,5.75,5.75,W,77-70,77,70,7
3070,12/10/23,C,Michigan,B10,Iowa,A,"W, 90-80",122.8,93.8,74.6,120.7,55.8,17.4,36.4,46.7,107.3,47.7,13.4,27.5,39.1,95.7,6,0.0,3.93,W,90-80,90,80,10
3071,12/10/23,N,Mississippi,SEC,UCF,A,"W, 70-68",114.3,95.4,69.2,101.2,51.1,21.7,25,75.6,98.3,40.4,20.2,45,59.6,89,2,0.0,4.43,W,70-68,70,68,2
3079,12/10/23,N,Princeton,Ivy,Saint Joseph's,A,"L, 74-70",121.5,111,61.7,113.4,61.8,22.7,35.5,10.9,119.9,51.7,13,38.7,27.1,73.7,1,0.0,2.95,L,74-70,70,74,-4
3082,12/10/23,N,Rhode Island,A10,Charleston,A,"L, 85-70",99.8,102.8,73.5,95.2,54.9,23.1,18.2,6.6,115.6,58.2,15,30.6,19.4,41.5,-4,0.0,2.96,L,85-70,70,85,-15
3119,12/12/23,N,Arkansas Pine Bluff,SWAC,South Florida,A,"L, 104-86",121.6,135.4,73.4,117.1,67.9,23.1,25,26.8,141.6,61.2,12.3,43.2,43.3,22.4,-15,0.0,2.52,L,104-86,86,104,-18
3121,12/12/23,N,Austin Peay,ASun,Southern Illinois,A,"W, 70-68",115.4,107.9,61.4,114,55.1,9.8,24.2,15.3,110.7,49.1,16.3,31.2,34,68.4,-3,0.0,2.94,W,70-68,70,68,2
3123,12/12/23,N,Bryant,AE,Cincinnati,A,"L, 85-53",85.6,92.9,78.4,67.6,37.1,15.3,10.6,13.6,108.4,45.2,19.1,34.9,59.7,28.1,-4,0.0,1.21,L,85-53,53,85,-32
3129,12/12/23,N,Georgia Southern,SB,Tennessee,A,"L, 74-56",87.2,96.9,71.6,78.2,32.9,21,36.5,17.1,103.4,49.1,26.5,44.4,37.9,22.9,-18,0.0,3.64,L,74-56,56,74,-18
3134,12/12/23,N,Hofstra,CAA,Duke,A,"L, 89-68",118,108.6,67.7,100.4,60,20.7,7.7,20,131.5,64.2,14.8,27.6,23.3,72.2,-5,0.0,3.32,L,89-68,68,89,-21
3146,12/12/23,N,Northwestern St.,Slnd,Boise St.,A,"L, 95-54",102.6,133.5,62.2,86.8,46.4,16.1,23.1,17.9,152.7,70.2,12.9,50,22.6,4.6,-15,0.0,3.01,L,95-54,54,95,-41
3147,12/12/23,N,Oral Roberts,Sum,Texas Tech,A,"L, 82-76",122.7,112.8,65.7,115.8,58.1,12.2,20.6,6.5,124.9,47.1,12.2,48.8,35.3,72.5,-6,0.0,2.41,L,82-76,76,82,-6
3161,12/13/23,N,Alabama St.,SWAC,LSU,A,"L, 74-56",94.3,100,66.4,84.4,43.4,19.6,26.8,13.1,111.5,61.5,21.1,26.9,47.9,33.7,-4,0.0,2.56,L,74-56,56,74,-18
3173,12/13/23,N,Creighton,BE,UNLV,A,"L, 79-64",113.6,118.9,60.8,105.3,47.3,18.1,33.3,23.6,130,60.7,9.9,31,8.2,37.3,-7,0.0,3.97,L,79-64,64,79,-15
3174,12/13/23,N,UNLV,MWC,Creighton,H,"W, 79-64",137.4,94.2,60.8,130,60.7,9.9,31,8.2,105.3,47.3,18.1,33.3,23.6,98.7,7,3.59,3.59,W,79-64,79,64,15
3176,12/13/23,N,Denver,Sum,BYU,A,"L, 90-74",103.3,106.2,74.9,98.8,46.3,14.7,25.6,23.5,120.1,58.8,16,32.4,16.2,42.1,-13,0.0,7.03,L,90-74,74,90,-16
3185,12/13/23,N,Marshall,SB,Toledo,A,"L, 88-87",110.8,110.4,75.4,115.3,52.7,10.6,24.4,15.1,116.7,57.5,14.6,27.8,20.9,50.9,-4,0.0,4.89,L,88-87,87,88,-1
3188,12/13/23,N,Murray St.,MVC,Mississippi St.,A,"L, 85-81",133.1,122.6,66.1,122.5,61.8,15.1,21.4,30.9,128.6,66.3,15.1,33.3,73.9,71.9,-8,0.0,1.44,L,85-81,81,85,-4
3201,12/13/23,N,Santa Clara,WCC,Utah St.,H,"L, 84-82",109.1,99.2,78,105.1,64.3,24.4,15.4,23.2,107.7,44.7,11.5,36.2,33.3,74.7,1,2.3,2.3,L,84-82,82,84,-2
3202,12/13/23,N,Utah St.,MWC,Santa Clara,A,"W, 84-82",110.1,101.6,78,107.7,44.7,11.5,36.2,33.3,105.1,64.3,24.4,15.4,23.2,71.6,-1,0.0,4.72,W,84-82,84,82,2
3207,12/14/23,N,East Carolina,Amer,Florida,N,"L, 70-65",95.4,88.3,70.5,92.2,45.2,17,25,19,99.3,45.1,25.5,50,45.9,70.7,-6,0.0,3.3,L,70-65,65,70,-5
3220,12/14/23,N,The Citadel,SC,Charleston,A,"L, 86-71",103.6,112,69.9,101.6,50,18.6,30.3,30.5,123.1,55.8,11.4,34.2,15.9,29,-8,0.0,2.42,L,86-71,71,86,-15
3225,12/15/23,N,Connecticut,BE,Gonzaga,N,"W, 76-63",125.3,81.9,65.1,116.8,62.5,13.8,18.2,28.8,96.8,40.7,16.9,38.9,35.6,99.3,9,0.0,3.86,W,76-63,76,63,13
3226,12/15/23,N,Gonzaga,WCC,Connecticut,N,"L, 76-63",110.9,97,65.1,96.8,40.7,16.9,38.9,35.6,116.8,62.5,13.8,18.2,28.8,82.2,-9,0.0,5.17,L,76-63,63,76,-13
3232,12/15/23,N,Northern Colorado,BSky,Colorado,A,"L, 90-68",94.8,103.9,76.8,88.5,44.2,19.5,18.9,33.3,117.1,55.6,15.6,34.2,18.3,25.8,-15,0.0,3.96,L,90-68,68,90,-22
3241,12/16/23,N,Alabama,SEC,Creighton,A,"L, 85-82",131.2,105.2,69,118.9,49.3,5.8,40.5,17.3,123.2,61.5,15.9,25.9,55.8,92.7,-1,0.0,4.86,L,85-82,82,85,-3
3242,12/16/23,N,Creighton,BE,Alabama,H,"W, 85-82",124.9,101,69,123.2,61.5,15.9,25.9,55.8,118.9,49.3,5.8,40.5,17.3,92,1,3.97,3.97,W,85-82,85,82,3
3243,12/16/23,N,Albany,AE,Drexel,A,"L, 71-52",78.1,96.6,70.3,74,34.3,14.2,22.2,10.4,101,48.5,25.6,54.3,16.7,8,-9,0.0,3.3,L,71-52,52,71,-19
3246,12/16/23,N,Gardner Webb,BSth,Appalachian St.,N,"L, 80-59",94.7,105.3,71.1,83,40,18.3,26.8,28.3,112.6,55.2,5.6,17.1,25.4,22.8,-3,0.0,3.08,L,80-59,59,80,-21
3247,12/16/23,N,Arizona St.,P12,TCU,N,"L, 79-59",92.2,91.8,74.6,79.1,43.3,25.5,20,40.4,106,50,17.4,33.3,22.1,51.3,-1,0.0,4.01,L,79-59,59,79,-20
3249,12/16/23,N,Arizona,P12,Purdue,N,"L, 92-84",121.9,100.4,76.8,109.4,56.5,16.9,19.2,25.8,119.8,61.5,16.9,34.4,29.2,90.3,-5,0.0,3.51,L,92-84,84,92,-8
3250,12/16/23,N,Purdue,B10,Arizona,N,"W, 92-84",135.6,95.6,76.8,119.8,61.5,16.9,34.4,29.2,109.4,56.5,16.9,19.2,25.8,98.2,5,0.0,4.54,W,92-84,92,84,8
3255,12/16/23,N,Baylor,B12,Michigan St.,N,"L, 88-64",100,117.7,70.7,90.6,54.2,29.7,22.2,39.6,124.5,71.4,21.2,36.4,57.1,13.3,-18,0.0,3.83,L,88-64,64,88,-24
3256,12/16/23,N,Michigan St.,B10,Baylor,N,"W, 88-64",132.1,76.3,70.7,124.5,71.4,21.2,36.4,57.1,90.6,54.2,29.7,22.2,39.6,99.8,18,0.0,4.37,W,88-64,88,64,24
3257,12/16/23,N,Belmont,MVC,Samford,A,"L, 99-93",119.9,119.5,78.4,118.6,61.6,21.7,28.1,53.6,126.2,65.7,16.6,30,23.9,51.1,-9,0.0,3.89,L,99-93,93,99,-6
3265,12/16/23,N,California,P12,Mississippi,N,"L, 88-78",109.2,120.6,70.2,111.2,48.6,15.7,38.1,13.9,125.4,62.7,11.4,20.7,27.1,24.2,-13,0.0,2.49,L,88-78,78,88,-10
3269,12/16/23,N,Charleston Southern,BSth,South Carolina,A,"L, 73-69",124.1,110.8,59.5,115.9,54.3,8.4,22.6,13.8,122.7,50.8,10.1,44.1,17.5,78.7,-2,0.0,5.14,L,73-69,69,73,-4
3271,12/16/23,N,Charlotte,Amer,Richmond,A,"L, 64-56",95.7,94.4,65.1,86,43.6,21.5,26.3,21.8,98.3,44,7.7,18.9,34.5,53.9,-3,0.0,3.9,L,64-56,56,64,-8
3277,12/16/23,N,Cincinnati,B12,Dayton,N,"L, 82-68",110.7,111.7,65.4,103.9,41.1,10.7,41.7,21.9,125.3,55.1,9.2,22.2,61.2,47.3,-6,0.0,3.67,L,82-68,68,82,-14
3278,12/16/23,N,Dayton,A10,Cincinnati,N,"W, 82-68",136.2,100.1,65.4,125.3,55.1,9.2,22.2,61.2,103.9,41.1,10.7,41.7,21.9,97.2,6,0.0,4.72,W,82-68,82,68,14
3279,12/16/23,N,Clemson,ACC,Memphis,A,"L, 79-77",109.5,98.2,74,104,54.9,20.3,25,24.6,106.7,46.3,8.1,27.5,34.3,77.9,2,0.0,5.19,L,79-77,77,79,-2
3280,12/16/23,N,Memphis,Amer,Clemson,H,"W, 79-77",112.8,95.6,74,106.7,46.3,8.1,27.5,34.3,104,54.9,20.3,25,24.6,86.9,-2,4.85,4.85,W,79-77,79,77,2
3285,12/16/23,N,Eastern Michigan,MAC,Michigan,A,"L, 83-66",99.4,116.8,67.4,98,41.5,7.4,25.6,24.6,123.2,64.9,16.3,28.6,26.3,13.5,-11,0.0,4.52,L,83-66,66,83,-17
3291,12/16/23,N,Florida Atlantic,Amer,St. Bonaventure,N,"W, 64-54",88.9,77.5,69.6,92,45.5,18.7,27,41.1,77.6,49,30.2,16.1,22.9,82.9,-1,0.0,3.22,W,64-54,64,54,10
3292,12/16/23,N,St. Bonaventure,A10,Florida Atlantic,N,"L, 64-54",84.2,79.4,69.6,77.6,49,30.2,16.1,22.9,92,45.5,18.7,27,41.1,66.1,1,0.0,3.36,L,64-54,54,64,-10
3295,12/16/23,N,Fordham,A10,St. John's,A,"L, 77-55",74.3,82.4,80.7,68.2,27.1,26,25,44.1,95.4,47.8,17.4,30,27.5,23.4,-13,0.0,3.09,L,77-55,55,77,-22
3297,12/16/23,N,Georgetown,BE,Notre Dame,A,"W, 72-68",109.4,97.6,63.2,101.3,50.9,21.1,24.2,43.4,95.7,45.5,14.1,26.2,19.7,78.8,2,0.0,2.92,W,72-68,72,68,4
3301,12/16/23,N,Georgia Tech,ACC,Penn St.,N,"W, 82-81",115.5,102.1,67.2,108.5,48.6,22.5,52.6,26.8,107.2,47.3,7.9,29.2,23,80.4,1,0.0,3.42,W,82-81,82,81,1
3304,12/16/23,N,Portland,WCC,Grand Canyon,N,"L, 91-63",101.3,121.5,69.1,91.2,39.8,13,20.9,35.6,131.8,57.6,10.1,42.5,20.8,11.1,-11,0.0,3.76,L,91-63,63,91,-28
3308,12/16/23,N,High Point,BSth,Georgia,A,"L, 66-58",100.1,92,65.5,88.6,29.5,13.7,43.1,26,100.8,48.1,13.7,21.2,44.2,72.6,2,0.0,4.6,L,66-58,58,66,-8
3309,12/16/23,N,Houston,B12,Texas A&M,N,"W, 70-66",127.7,95.9,59.6,117.4,51.6,18.4,44.4,13.1,110.7,46.4,18.4,44.7,40,96.4,7,0.0,5.41,W,70-66,70,66,4
3310,12/16/23,N,Texas A&M,SEC,Houston,N,"L, 70-66",130.5,106.7,59.6,110.7,46.4,18.4,44.7,40,117.4,51.6,18.4,44.4,13.1,91,-7,0.0,4.82,L,70-66,66,70,-4
3311,12/16/23,N,Iona,MAAC,Saint Joseph's,N,"L, 83-58",86.4,113.8,69.7,83.3,33.1,15.8,33.3,35.4,119.1,67,23,30.8,48,4,-15,0.0,2.55,L,83-58,58,83,-25
3315,12/16/23,N,Hampton,CAA,James Madison,H,"L, 88-71",105.9,109.8,73.2,97.1,50,21.9,28.9,32.8,120.3,55.3,10.9,33.3,11.8,39.9,-2,1.47,1.47,L,88-71,71,88,-17
3317,12/16/23,N,Indiana,B10,Kansas,H,"L, 75-71",109.6,92.4,73.9,96,47.5,18.9,27,37.3,101.5,47.5,14.9,24.3,39.3,87.6,5,4.42,4.42,L,75-71,71,75,-4
3318,12/16/23,N,Kansas,B12,Indiana,A,"W, 75-71",104.9,93.8,73.9,101.5,47.5,14.9,24.3,39.3,96,47.5,18.9,27,37.3,78.3,-5,0.0,5.18,W,75-71,75,71,4
3321,12/16/23,N,Kentucky,SEC,North Carolina,N,"W, 87-83",122.6,89.7,80.6,108,47.2,17.4,40.9,36.1,103,54.4,21.1,19.4,47.4,97.3,5,0.0,3.43,W,87-83,87,83,4
3322,12/16/23,N,North Carolina,ACC,Kentucky,N,"L, 87-83",104.2,94.2,80.6,103,54.4,21.1,19.4,47.4,108,47.2,17.4,40.9,36.1,76.1,-5,0.0,4.21,L,87-83,83,87,-4
3323,12/16/23,N,La Salle,A10,Miami FL,A,"L, 84-77",117.1,119.6,67.7,113.8,55.5,11.8,21.2,10.9,124.2,55,14.8,41.9,35,43.8,-9,0.0,3.34,L,84-77,77,84,-7
3328,12/16/23,N,Lipscomb,ASun,Arkansas,A,"L, 69-66",97.7,100.1,67.5,97.7,44,13.3,30.8,13.4,102.2,57,20.7,26.7,14,43.1,-7,0.0,3.35,L,69-66,66,69,-3
3333,12/16/23,N,Loyola Chicago,A10,South Florida,A,"L, 77-64",104.9,104,67.3,95.1,49.1,20.8,23.5,25,114.4,58.5,13.4,24.1,43.4,52.7,-2,0.0,2.62,L,77-64,64,77,-13
3339,12/16/23,N,LSU,SEC,Texas,N,"L, 96-85",121.5,119.5,74.4,114.2,54.8,17.5,34.2,36.5,129,62.7,17.5,31,42.4,54.7,-12,0.0,4.14,L,96-85,85,96,-11
3340,12/16/23,N,Texas,B12,LSU,N,"W, 96-85",137.4,105.8,74.4,129,62.7,17.5,31,42.4,114.2,54.8,17.5,34.2,36.5,95.3,12,0.0,5.44,W,96-85,96,85,11
3342,12/16/23,N,West Virginia,B12,Massachusetts,N,"L, 87-79",103.3,106.9,77.9,101.3,50,14.1,20.9,17.1,111.6,50,18,36.1,51.6,40.3,-7,0.0,4.43,L,87-79,79,87,-8
3353,12/16/23,N,N.C. State,ACC,Tennessee,N,"L, 79-70",126.4,107.6,65.7,106.5,51,16.7,24.2,49,120.2,53.2,16.7,39.5,25.8,86.4,-3,0.0,2.75,L,79-70,70,79,-9
3354,12/16/23,N,Tennessee,SEC,N.C. State,N,"W, 79-70",125.9,100.1,65.7,120.2,53.2,16.7,39.5,25.8,106.5,51,16.7,24.2,49,93.3,3,0.0,4.74,W,79-70,79,70,9
3357,12/16/23,N,Northeastern,CAA,Virginia,A,"L, 56-54",104.6,88.5,61.5,87.8,52.9,27.6,24.1,5.9,91.1,43.4,8.1,17.6,34,87.2,5,0.0,2.47,L,56-54,54,56,-2
3359,12/16/23,N,DePaul,BE,Northwestern,H,"L, 56-46",82.1,84.6,60.2,76.4,33.3,21.6,24.2,42.2,93.1,42.4,13.3,24.3,11.9,41.6,-4,2.32,2.32,L,56-46,46,56,-10
3362,12/16/23,N,UCLA,P12,Ohio St.,N,"L, 67-60",93.4,85.6,70.3,85.4,38.9,14.2,30.8,28.6,95.4,45.5,18.5,23.5,37.5,73.2,-1,0.0,4.03,L,67-60,60,67,-7
3370,12/16/23,N,Sacred Heart,NEC,Providence,A,"L, 78-64",105.6,102.3,70.6,90.7,48.1,17,13.8,38.5,110.5,60.3,25.5,33.3,20.7,59.1,-3,0.0,1.41,L,78-64,64,78,-14
3372,12/16/23,N,UNLV,MWC,Saint Mary's,N,"L, 69-67",97,83.1,61.3,87.4,36.1,13,10.3,68.5,90,32.3,19.6,53.2,39.2,85.5,-3,0.0,3.59,L,69-67,67,69,-2
3373,12/16/23,N,San Francisco,WCC,Utah St.,N,"L, 54-53",82.9,73,67.3,78.8,45.2,25.3,18.8,19.2,80.3,32.1,19.3,30,50.9,81.2,1,0.0,2.82,L,54-53,53,54,-1
3374,12/16/23,N,Utah St.,MWC,San Francisco,N,"W, 54-53",85.3,76.4,67.3,80.3,32.1,19.3,30,50.9,78.8,45.2,25.3,18.8,19.2,78.1,-1,0.0,4.72,W,54-53,54,53,1
3375,12/16/23,N,Santa Clara,WCC,Washington St.,N,"W, 69-61",112.8,81.8,68.1,101.4,46.4,14.7,17.6,35.7,89.6,38.6,14.7,34.8,21.2,97.6,8,0.0,2.3,W,69-61,69,61,8
3377,12/16/23,N,Florida St.,ACC,SMU,H,"L, 68-57",90.1,99.1,65.5,87,34.4,12.2,31.7,31.1,103.8,52.7,22.9,42.9,37.5,25.1,-7,3.85,3.85,L,68-57,57,68,-11
3378,12/16/23,N,SMU,Amer,Florida St.,A,"W, 68-57",110.2,81.7,65.5,103.8,52.7,22.9,42.9,37.5,87,34.4,12.2,31.7,31.1,96.9,7,0.0,3.61,W,68-57,68,57,11
3391,12/16/23,N,Temple,Amer,VCU,A,"L, 87-78",116.1,123.9,70.1,111.3,54.7,17.1,31.6,20.3,124.2,58.5,17.1,36.7,35.6,32.3,-12,0.0,3.29,L,87-78,78,87,-9
3394,12/16/23,N,Vanderbilt,SEC,Texas Tech,N,"L, 76-54",94.4,107.2,62.6,86.3,39,14.4,29.3,25.4,121.4,57.5,19.2,39.3,32.1,18.7,-10,0.0,3.2,L,76-54,54,76,-22
3405,12/16/23,N,Vermont,AE,Virginia Tech,A,"L, 73-51",80.1,101.7,65.6,77.7,40.4,13.7,10.3,15.8,111.3,51.9,10.7,24.1,42.6,6,-16,0.0,2.11,L,73-51,51,73,-22
3413,12/16/23,N,Winthrop,BSth,Xavier,A,"L, 75-59",99.2,104.8,65.6,90,44.8,18.3,27.9,32.8,114.4,56.2,18.3,37.9,26.8,34.6,-7,0.0,3.86,L,75-59,59,75,-16
3419,12/17/23,N,Colgate,Pat,Illinois,A,"L, 74-57",87.8,94,66.7,85.5,45.1,16.5,18.9,9.8,111,49.1,19.5,41.9,40,31.3,-14,0.0,3.27,L,74-57,57,74,-17
3425,12/17/23,N,Idaho,BSky,Stanford,A,"L, 82-64",94.3,112.3,69.7,91.8,43.9,7.2,12.2,10.6,117.6,65.5,20.1,22.2,27.3,11.9,-13,0.0,3.26,L,82-64,64,82,-18
3431,12/17/23,N,Mississippi St.,SEC,North Texas,N,"W, 72-54",124.1,92.8,59,122,45.8,5.1,43.6,41.7,91.5,43.6,27.1,33.3,31.9,96.6,3,0.0,3.1,W,72-54,72,54,18
3432,12/17/23,N,North Texas,Amer,Mississippi St.,N,"L, 72-54",107.5,109.2,59,91.5,43.6,27.1,33.3,31.9,122,45.8,5.1,43.6,41.7,45.4,-3,0.0,2.99,L,72-54,54,72,-18
3433,12/17/23,N,Missouri,SEC,Seton Hall,N,"L, 93-87",132.8,125.3,70.2,124,54.8,18.5,44.1,35.5,132.5,67.9,21.4,46.2,41.1,66.1,-7,0.0,6.47,L,93-87,87,93,-6
3437,12/17/23,N,Kansas St.,B12,Nebraska,H,"L, 62-46",79.2,81.2,66.7,68.9,30,18,27.1,30,92.9,42.4,21,44.9,5.6,42.9,-3,5.72,5.72,L,62-46,46,62,-16
3438,12/17/23,N,Nebraska,B10,Kansas St.,A,"W, 62-46",97.3,71.1,66.7,92.9,42.4,21,44.9,5.6,68.9,30,18,27.1,30,97.4,3,0.0,5.75,W,62-46,62,46,16
3439,12/17/23,N,Hawaii,BW,Nevada,H,"L, 72-66",105.1,96.5,68,97,43.6,17.6,24.3,76.6,105.9,44.9,11.8,23.7,39,72.7,-1,4.92,4.92,L,72-66,66,72,-6
3446,12/17/23,N,Oral Roberts,Sum,Oklahoma St.,A,"L, 81-60",90.6,114.7,68.2,87.9,44.6,19.1,19.4,25,118.7,61.3,16.1,29,12.9,6.2,-14,0.0,2.41,L,81-60,60,81,-21
3447,12/17/23,N,Oregon,P12,Syracuse,N,"L, 83-63",89.3,96.3,77.7,81.1,39.3,24.5,29.3,36.1,106.9,61.3,24.5,26.9,47.2,29.5,-5,0.0,3.26,L,83-63,63,83,-20
3448,12/17/23,N,Syracuse,ACC,Oregon,N,"W, 83-63",108.6,78.9,77.7,106.9,61.3,24.5,26.9,47.2,81.1,39.3,24.5,29.3,36.1,97.5,5,0.0,2.28,W,83-63,83,63,20
3456,12/17/23,N,USC,P12,Auburn,A,"L, 91-75",114.6,106.4,74.3,101,45,20.2,34.2,43.3,122.5,54.1,10.8,28.6,52.5,70.2,-12,0.0,2.82,L,91-75,75,91,-16
3466,12/17/23,N,Washington,P12,Seattle,A,"W, 100-99",127.6,120.9,66.4,120.6,60.3,16.9,38.9,26,119.3,55.9,14.5,36.4,32.9,65,-6,0.0,4.44,W,100-99,100,99,1
3467,12/18/23,N,Bradley,MVC,Duquesne,N,"L, 69-67",114.6,103.6,64.6,103.7,55.6,29.4,40.6,22.2,106.8,46.6,13.9,36.8,33.9,76,2,0.0,5.02,L,69-67,67,69,-2
3468,12/18/23,N,Duquesne,A10,Bradley,N,"W, 69-67",112.2,99.6,64.6,106.8,46.6,13.9,36.8,33.9,103.7,55.6,29.4,40.6,22.2,79.7,-2,0.0,2.36,W,69-67,69,67,2
3470,12/18/23,N,Coastal Carolina,SB,Charleston,A,"L, 84-81",101.6,100,78.7,102.9,45.7,17.8,38.6,40.6,106.7,42.8,14,37.5,49.3,54.7,-6,0.0,2.78,L,84-81,81,84,-3
3481,12/18/23,N,Maine,AE,UCF,A,"L, 74-51",85.5,111.1,65.8,77.5,35.2,13.7,28.3,18.8,112.4,53.6,13.7,27.8,41.1,4.7,-16,0.0,1.48,L,74-51,51,74,-23
3490,12/18/23,N,Oakland,Horz,Michigan St.,A,"L, 79-62",118.9,119.7,60.2,103,43.7,13.3,39,15.9,131.3,56.8,13.3,45.2,27.1,48.2,-9,0.0,2.53,L,79-62,62,79,-17
